SampleID,Abditibacteriota,Acetothermia,Acidobacteriota,Actinobacteriota,Armatimonadota,Bacteroidota,Bdellovibrionota,CK-2C2-2,Caldatribacteriota,Caldisericota,Calditrichota,Campilobacterota,Chloroflexi,Cloacimonadota,Coprothermobacterota,Cyanobacteria,Dadabacteria,Deferrisomatota,Deinococcota,Dependentiae,Desulfobacterota,Dictyoglomota,Elusimicrobiota,FCPU426,Fermentibacterota,Fibrobacterota,Firmicutes,Fusobacteriota,Gemmatimonadota,Halanaerobiaeota,Hydrogenedentes,Hydrothermae,LCP-89,Latescibacterota,MBNT15,Margulisbacteria,Marinimicrobia_(SAR406_clade),Methylomirabilota,Myxococcota,NB1-j,NKB15,Nitrospirota,PAUC34f,Patescibacteria,Planctomycetota,Proteobacteria,SAR324_clade(Marine_group_B),Spirochaetota,Sumerlaeota,Sva0485,Synergistota,TA06,Thermotogota,Unclassified,Verrucomicrobiota,WOR-1,WPS-2,WS1,WS2,WS4,Zixibacteria,acid_accumulation,acid_base_balance,ammonia_toxicity,biogas_quality,buffer_capacity
1-21,0.0,0.0,0.010987343966712899,0.0073899098474341195,0.0021454576976421636,0.30569521497919555,0.00013002773925104022,0.0012135922330097086,0.0011269070735090152,0.008538488210818308,0.00010835644937586686,0.0007801664355062413,0.04791522191400832,0.09156119972260748,0.0,0.0,0.00021671289875173372,0.0,0.000996879334257975,0.00030339805825242716,0.09840932732316228,0.0,0.00030339805825242716,6.501386962552011e-05,0.0,0.0023838418862690705,0.20758928571428573,0.0002817267683772538,0.0004550970873786408,0.0,0.00791002080443828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00047676837725381415,0.0,0.0,0.0015386615811373093,0.0,0.0029472954230235784,0.006284674063800277,0.11793515950069348,0.00192874479889043,0.029993065187239945,0.0014953190013869625,0.000758495145631068,0.010337205270457698,0.0,0.006458044382801664,0.002340499306518724,0.018810679611650484,0.0,0.0003250693481276006,0.0012569348127600556,0.0,0.0006067961165048543,0.0,0,0,0,0,0
1-22,0.0,0.0,0.0,0.0025180345719341226,0.0014972097454743433,0.22932262601515357,0.0,0.0,0.01526700240460959,0.0,0.0,0.0002495349575790572,0.0004990699151581144,0.19223265732044825,0.0,0.0,0.0,0.0,0.0,0.010480468218320403,0.008779093507554103,0.0,0.0,0.0,0.0,0.0007259198765936209,0.4652465859080804,0.0,0.0,0.0,0.0004083299305839118,0.0,0.0,0.0,0.0,0.0,0.00015879497300485458,0.0,0.00022684996143550656,0.0,0.0,0.0,0.0,0.0008166598611678236,0.0003402749421532598,0.0010888798148904315,0.004355519259561726,0.04271584773830588,0.0,0.0,0.016809582142371035,0.0,0.0,0.0,0.006261058935619981,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0
1-23,0.0,0.0,0.0035722739891110205,0.005982482945619661,0.0034431556521552003,0.21500355075426628,0.00043039445651940004,0.0007101508532570101,0.00411026705976027,0.00419634595106415,0.0,0.00133422281521014,0.22578493189007726,0.05868428414642019,0.0,0.0007101508532570101,0.0,0.0,0.0,8.607889130388001e-05,0.015214444037960791,0.0,0.0,0.0,0.0005595127934752201,0.00038735501086746,0.20813875917278185,0.00036583528804149003,0.0,0.0,0.00333555703802535,0.0,0.0,0.0,0.0,0.0,0.0019152553315113301,0.0,0.00025823667391164,0.0,0.0,0.0,0.0,0.0017215778260776002,0.00419634595106415,0.09847425165163873,0.00576728571735996,0.029697217499838603,0.00030127611956358,0.0,0.04329768232585164,0.0,0.05233596591275905,0.00038735501086746,0.007747100217349201,0.0,0.00010759861412985001,0.00170005810325163,0.0,0.0,4.3039445651940005e-05,0,0,0,0,0
1-24,0.0,0.0,0.008501594048884165,0.010237336167198016,0.0008147360963513992,0.19847679773290824,0.001487778958554729,0.000495926319518243,0.0018774353524619199,0.009599716613531704,0.0,0.0,0.027842720510095644,0.07778958554729011,0.00021253985122210415,0.0,0.0,0.0,0.0,0.0,0.21179596174282678,0.0,0.0,0.0,0.0,0.0015232022670917463,0.2501948281969536,0.0003188097768331562,0.0,0.0,0.002373361671980163,0.0,0.0,0.00035423308537017357,0.0,0.0,0.0013106624158696423,0.0,0.0,0.0,0.0007084661707403471,0.0,0.0,0.000885582713425434,0.0029047113000354235,0.07626638328019837,0.0061636556854410204,0.06337229897272405,0.00046050301098122566,0.0004250797024442083,0.023237690400283388,0.0,0.0027275947573503364,0.00028338646829613885,0.01718030464045342,0.0,0.00017711654268508679,0.0,0.0,0.0,0.0,0,0,0,0,0
1-25,0.0,0.0,0.0021037037037037036,0.05988148148148148,0.004207407407407407,0.24654814814814816,0.0020148148148148148,0.0,0.01037037037037037,0.018755555555555557,0.0,0.0,0.02008888888888889,0.1602074074074074,0.0,0.00035555555555555557,0.0,0.0,0.0,0.0,0.031703703703703706,0.0,0.0,0.0,0.0,0.0,0.15816296296296295,0.0,0.0,0.0,0.0016592592592592592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012444444444444445,0.0,0.0,0.0,0.0,0.0014814814814814814,0.011911111111111112,0.18130370370370372,0.0,0.008474074074074075,8.888888888888889e-05,0.0002074074074074074,0.06915555555555555,0.0,0.0005925925925925926,0.0007703703703703704,0.007377777777777777,0.0,0.0007703703703703704,0.0005629629629629629,0.0,0.0,0.0,0,0,0,0,0
1-26,0.0,0.0,0.002789981053113744,0.007099877157550646,0.0024464386100064546,0.3336942264048804,0.0,0.0,0.02596348039725999,0.0024880801182618835,0.0,0.0,0.0003331320660434321,0.00012492452476628704,0.032771866997022635,0.0,0.0,0.0,0.0216744050469508,0.00018738678714943054,0.0007287263944700077,0.0,0.0,0.0,0.0,0.0,0.5107435091299006,0.00014574527889400153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.328301651085802e-05,0.0,0.0,8.328301651085802e-05,0.0,0.0002498490495325741,0.002623415020092028,0.03483312165566637,0.0,0.0,0.0,0.0,0.01152428740968998,0.0,0.004580565908097191,0.0014678631660038726,0.0013533490183014428,0.0,0.0,0.0017801744779195902,0.0,0.00022902829540485955,0.0,0,0,0,0,0
1-27,0.0,0.0,0.0,0.0001400070003500175,0.0,0.3024851242562128,0.0,0.0,0.015498774938746938,0.0,0.0,0.0,0.001512075603780189,0.06137906895344767,0.0,0.0,0.0,0.0,0.0,0.0,0.0001960098004900245,0.0,0.0,0.0,0.0,0.0,0.584067203360168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046202310115505774,0.0006860343017150857,0.0013720686034301714,0.0,0.007336366818340917,0.0,0.0,0.0168008400420021,0.0,0.0006580329016450823,0.0,0.006916345817290864,0.0,0.0,0.0004900245012250613,0.0,0.0,0.0,0,0,1,0,0
1-28,0.0,0.0,7.14694110920526e-05,0.0025192967409948543,0.00016080617495711836,0.32777658662092624,0.0,0.0,0.013418381932532876,0.0,0.0,8.933676386506575e-05,0.000357347055460263,0.06371497998856489,0.0,0.0,0.0,0.0,0.0002858776443682104,0.0006968267581475129,0.002054745568896512,0.0,0.0,0.0,0.00357347055460263,0.00019654088050314466,0.5369139508290451,0.0,0.0,0.0,0.0001429388221841052,0.0,0.0,0.0,0.0,0.0,0.00048241852487135507,0.0,0.0,0.0,0.0,0.0,0.0,0.001911806746712407,0.0008218982275586049,0.005092195540308748,0.0,0.01843910806174957,0.0,0.0,0.01570540308747856,0.0,0.0,0.000357347055460263,0.00487778730703259,0.0,0.0,0.00033947970268724987,0.0,0.0,0.0,0,1,1,0,0
1-29,0.0,0.0,0.005202526941657376,0.01200297287253809,0.0002229654403567447,0.30022296544035676,0.0,0.0,0.017837235228539576,0.007952434039390562,0.0,0.035748792270531404,0.06930509104422147,0.11374953548866593,0.0,0.0,0.0,0.0,0.0,0.0018208844295800818,0.06662950575994055,0.0,0.0,0.0,0.0,0.0,0.14656261612783353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005574136008918618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0023411371237458192,0.09780750650315868,0.00587142326272761,0.008547008547008548,3.716090672612412e-05,0.0001858045336306206,0.07866963953920475,0.0,0.018729096989966554,0.0,0.00865849126718692,0.0,0.0,0.0013377926421404682,0.0,0.0,0.0,0,0,0,0,0
1-3,0.0,0.0,0.004148102627131664,0.01963947354944436,0.0015619398781174783,0.25080657551083113,0.0003584780048138475,0.00043529472013110055,0.0033287243304142983,0.007425615814001127,0.0,0.0006657448660828596,0.019229784401085675,0.17621754493777847,0.0,0.0005377170072207712,0.0,0.0,0.0,0.020996568853382497,0.0551800071695601,0.0,0.0,0.0,0.0,0.000793772724944948,0.15363343063450607,0.00030726686126901216,0.0008193782967173657,0.0,0.004199313770676499,0.0,0.0,0.0,0.0,0.0,0.0003328724330414298,0.0,0.0,0.0,0.0,0.0,0.0,0.0017411788805244022,0.011752957443539715,0.11596763455727967,0.009934961847698058,0.029164746248783735,0.00020484457417934142,0.000640139294310442,0.06311773441900957,0.0,0.026988272648128232,0.0007681671531725304,0.018231167101961387,0.0,0.0,0.0008705894402622011,0.0,0.0,0.0,0,0,0,0,0
1-30,0.0,0.0,0.02436557848497298,0.0227854501785545,0.012451411054577631,0.20728123123597636,0.0005688461903106532,0.0008532692854659799,0.002970641216066745,0.010239231425591758,0.0,0.00031602566128369626,0.05593654204721423,0.21259046234554246,0.0,0.0005372436241822836,0.0,0.0,0.0,0.0,0.03915557943304997,0.0,0.0,0.0,0.0,0.0006004487564390228,0.10144423727206649,0.0,0.0,0.0,0.0064785260563157724,0.0,0.0,0.0,0.0,0.0,0.00044243592579717474,0.0,0.000252820529026957,0.0,0.0,0.0013905129096482634,0.0,0.003444679707992289,0.009480769838510887,0.1767531523559713,0.004076731030559682,0.08181904370634896,0.0,0.0,0.01592769332869829,0.0,0.0032234617450937015,0.0006636538886957621,0.003191859178965332,0.0,0.0,0.000758461587080871,0.0,0.0,0.0,0,0,0,0,0
1-31,0.0,0.0,0.0,0.0003098426687781871,0.0006541123007539505,0.3544944400454436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06785554446242296,0.0,0.0,0.0,0.0,0.0,0.0,0.0012737976383103246,0.0,0.0,0.0,0.0,0.0005164044479636452,0.5552724894137088,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004819774847660688,0.0016180672702860882,0.0007229662271491031,0.0,0.004062381657314008,0.0,0.0,0.01129204392880504,0.0,0.0,0.0,0.001101662822322443,0.0,0.0,0.0003442696319757634,0.0,0.0,0.0,0,0,1,0,0
1-32,0.0,0.0,0.11054148237501675,0.011426082294598579,0.0022785149443774293,0.16244471250502612,0.00030156815440289503,0.0006366438815172229,0.0011392574721887146,0.008343385605146763,0.0,0.00010052271813429835,0.02358933118884868,0.1920654067819327,0.0,0.0004355984452486262,0.0,0.0,0.0,0.0,0.07354912210159496,0.0,0.00013403029084573114,0.0,0.0,0.0,0.10759281597641067,0.00030156815440289503,0.004121431443506233,0.0,0.003216726980297547,0.0,0.0,0.0,0.0,0.0,0.0010722423267658491,0.0,0.00030156815440289503,0.0,0.0,0.0009047044632086852,0.0,0.0008711968904972524,0.007740249296340973,0.12334137515078408,0.00325023455300898,0.10755930840369923,0.004121431443506233,0.0005361211633829246,0.015078407720144753,0.0,0.021243801099048384,0.0005361211633829246,0.010219809676987,0.0,0.0,0.0010052271813429834,0.0,0.0,0.0,0,0,0,0,0
1-32',0.0,0.0,0.0,0.12305953886303102,0.0,0.04057144394522317,0.00032284968656676264,0.0,0.0,0.00010761656218892087,0.0,0.002959455460195324,0.0,0.0017756732761171944,0.0,0.0006995076542279857,0.0,0.0,0.0,0.0,0.0007802200758696763,0.0,0.0,0.0,0.0,0.0,0.38758104872339855,0.002206139524872878,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001721864995022734,0.0017756732761171944,0.4260270655653905,0.0,0.0018832898383061153,0.0,0.0,0.006214856466410181,0.0,0.0,0.0006456993731335253,0.0016680567139282735,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0
1-33,0.0,0.0004853269485876986,0.012359659624033391,0.021548516517293816,0.0013265603261397095,0.1085838159640211,0.0,0.0,0.007894651697026564,0.014106836638949105,0.0,0.0026854757821852654,0.021839712686446435,0.10644837739023522,0.0,0.00042061668877600543,0.00012942051962338628,0.0,0.0,0.00016177564952923285,0.11508719707509625,0.0,0.0,0.0,0.0,0.000226485909340926,0.03170802730772964,0.0002911961691526191,0.0,0.0,0.0014883359756689423,0.0,0.0,0.000679457728022778,0.0,0.0,0.008477044035331801,0.0,0.0005176820784935451,0.0,0.0,0.0,0.0,0.0007441679878344711,0.007118128579286246,0.10165981816416993,0.03814669815899311,0.01763354579868638,0.0008412333775520109,0.00038826155887015885,0.015724593134241432,0.0,0.3282751480247193,0.0006147474682110848,0.03193451321707057,0.0,0.0,0.000452971818681852,0.0,0.0,0.0,0,0,0,0,0
1-34,0.0,0.0,0.0,0.0014228719694222025,0.0,0.3131713305247887,0.0,0.0,0.003431632396841782,0.0,0.0,0.0,0.0022319560304661997,0.1720001115978015,0.0,0.0,0.0,0.0,0.0,0.0,0.003068939541891025,0.0,0.0,0.0,0.0,0.0,0.4633261724744023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00033479340456992997,0.0013391736182797199,0.0,0.004770806015121502,0.0012554752671372375,0.0,0.02474681248779399,0.0,0.003822224702173367,0.0,0.0045755098624557095,0.0,0.0,0.000502190106854895,0.0,0.0,0.0,0,0,0,0,0
1-3b,0.0,0.0,0.003532245116403532,0.02683971099812684,0.0008027829810008028,0.23128177682633128,0.0008295424137008295,0.0008563018464008563,0.0032914102221032913,0.007974310944607974,0.0,0.0,0.020872357506020872,0.1800909820711801,0.0,0.001337971635001338,0.0,0.0,0.0,0.018035857639818034,0.06925341182766925,0.0,0.0,0.00021407546160021407,0.0,0.0002675943270002676,0.14621354027294622,0.0,0.0004013914905004014,0.0,0.004227990366604228,0.0,0.0,0.0,0.0,0.0,0.00045491035590045493,0.0,0.0,0.0,0.0,0.0,0.0,0.0018731602890018732,0.010837570243510838,0.10944607974310945,0.014209258763714209,0.025073588439925073,0.00032111319240032114,0.0007492641156007493,0.07495317099277496,0.0,0.029756489162429758,0.00024083489430024084,0.015413433235215414,0.0,0.0,0.0003478726251003479,0.0,0.0,0.0,0,0,0,0,0
1-4,0.0,0.0,0.01558722483776562,0.010338465453620053,0.002894770327013615,0.278629596640794,0.0005725919328158799,0.000986130550960682,0.0,0.005725919328158799,0.0,0.00015905331467107775,0.06308054459854943,0.08251685965135513,0.0,0.0,0.0,0.0,0.0,6.36213258684311e-05,0.04682529583916529,0.0,9.543198880264664e-05,0.0,0.00034991729227637106,0.0,0.22614200279933833,0.0,0.0008588878992238198,0.0,0.0029265809899478305,0.0,0.0,0.00028629596640793994,0.0,0.0,0.0,0.0,0.0003181066293421555,0.0,0.0,0.0009543198880264665,0.0,0.005948593968698308,0.005725919328158799,0.1526275607583662,0.007698180430080163,0.05426899096577173,9.543198880264664e-05,0.0,0.007698180430080163,0.0,0.009956737498409467,0.000986130550960682,0.015269118208423464,0.0,0.0,0.00041353861814480213,0.0,0.0,0.0,0,0,0,0,0
