SampleID,Season,substrate_type,HRT_d,T_C,Q_total_Tpy,substrate_avg_pH,substrate_avg_ALK,substrate_avg_VS,substrate_avg_COD,substrate_avg_sCOD,substrate_avg_TC,substrate_avg_Protein,substrate_avg_Lipid,substrate_avg_TVFAs,substrate_avg_HAc,substrate_avg_HPro,BAC_F::009E01-B-SD-P15,BAC_F::Acholeplasmataceae,BAC_F::Aminicenantales,BAC_F::Anaerolineaceae,BAC_F::Anaerovoracaceae,BAC_F::Atopobiaceae,BAC_F::Bacteroidales_UCG-001,BAC_F::Bacteroidetes_vadinHA17,BAC_F::Brachyspirales_Incertae_Sedis,BAC_F::Caldatribacteriaceae,BAC_F::Caldicoprobacteraceae,BAC_F::Chitinophagaceae,BAC_F::Christensenellaceae,BAC_F::Cloacimonadaceae,BAC_F::Comamonadaceae,BAC_F::Competibacteraceae,BAC_F::Coprothermobacteraceae,BAC_F::D8A-2,BAC_F::DTU014,BAC_F::Desulfotomaculales,BAC_F::Dethiobacteraceae,BAC_F::Dysgonomonadaceae,BAC_F::Fermentibacteraceae,BAC_F::Gracilibacteraceae,BAC_F::Hungateiclostridiaceae,BAC_F::Incertae_Sedis,BAC_F::Intrasporangiaceae,BAC_F::Kosmotogaceae,BAC_F::LD1-PA32,BAC_F::Lachnospiraceae,BAC_F::Lactobacillaceae,BAC_F::Lentimicrobiaceae,BAC_F::MBA03,BAC_F::Marinilabiliaceae,BAC_F::Methylophilaceae,BAC_F::Paludibacteraceae,BAC_F::Pedosphaeraceae,BAC_F::Peptostreptococcales-Tissierellales,BAC_F::Petrotogaceae,BAC_F::Prevotellaceae,BAC_F::Prolixibacteraceae,BAC_F::Rhodanobacteraceae,BAC_F::Rhodobacteraceae,BAC_F::Rhodocyclaceae,BAC_F::Rikenellaceae,BAC_F::Ruminococcaceae,BAC_F::SBR1031,BAC_F::SC-I-84,BAC_F::SJA-15,BAC_F::SJA-28,BAC_F::ST-12K33,BAC_F::Saprospiraceae,BAC_F::Sedimentibacteraceae,BAC_F::Smithellaceae,BAC_F::Spirochaetaceae,BAC_F::Synergistaceae,BAC_F::Syntrophomonadaceae,BAC_F::Syntrophorhabdaceae,BAC_F::Thermacetogeniaceae,BAC_F::UCG-010,BAC_F::W27,BAC_F::Williamwhitmaniaceae,BAC_F::Xanthomonadaceae,BAC_F::unidentified,ARC_F::Bathyarchaeia,ARC_F::Methanofastidiosaceae,ARC_F::Methanomassiliicoccaceae,ARC_F::Methanomethylophilaceae,ARC_F::Methanomicrobiaceae,ARC_F::Methanomicrobiales,ARC_F::Methanoregulaceae,ARC_F::Methanosaetaceae,ARC_F::Methanosarcinaceae,ARC_F::Methanospirillaceae,ARC_F::SCGC_AAA011-D5,ARC_F::unidentified
3-3,Winter,MSC,25.0,35.0,326166.0,5.7,1.4717,21.18,81.4,4.8,28.98,34.77,3.92,0.04,0.04,0.0,0.0,0.0,0.0,0.0,1.034309322282493,0.0,0.0,1.5267320282084844,0.0,0.0,0.0,0.0,1.4498774442497124,2.0334545393577304,1.5380503122968634,0.0,0.0,0.0,1.4352937336987825,0.0,0.0,1.0182978827026654,0.0,0.0,1.105707804729364,0.0,0.0,1.301730672803254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0035146010528488,0.0,0.0,0.0,1.1963709396903512,0.0,1.0134417696870694,0.0,1.5866321757150261,0.0,0.0,0.0,0.0,0.0,1.0259261152551,0.0,1.044286279265665,1.3371843134542032,1.1449907331659819,1.6874918112761517,0.0,1.103441224028671,0.0,0.0,0.0,1.3897853438441934,1.1628814539609118,1.6007190682214358,0.0,2.231551092695137,1.0027136224269646,0.0,1.1196639407743967,0.0,2.044653763245055,2.4425660264519387,0.0,1.9286701020286434,0.0,1.4741772973998897
4-3,Spring,MSC,25.0,35.0,326166.0,5.55,0.9925,31.35,54.34,3.2,15.34,16.11,4.05,0.4,0.22,0.1,0.0,0.0,0.0,0.0,1.1445218197295426,0.0,0.0,1.3361771855682294,0.0,0.0,0.0,0.0,1.403413954676666,1.765636122176731,1.8069413213373422,1.2073723820572155,0.0,0.0,1.398328553020616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2245605877755463,1.1289941911976022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0016441629205368,0.0,1.3662962098855438,0.0,1.1479419870864656,1.1133316712936896,1.4348204603440469,0.0,0.0,0.0,0.0,0.0,1.0775149574540357,1.5686119200179525,1.015275107948251,1.2367978458813023,1.1435389748388676,1.5661276635831962,1.1117285977750717,1.00673065880674,0.0,0.0,0.0,0.0,1.1106560170785804,1.4427261063996113,0.0,2.2325709273566687,0.0,0.0,0.0,0.0,2.3527002045916943,2.2330852853973244,0.0,2.0434060587872542,0.0,0.0
1-3b,Summer,,25.0,35.0,,,,,,,,,,,,,0.0,0.0,0.0,1.0398952268356252,0.0,0.0,0.0,1.5405728879425287,0.0,0.0,0.0,0.0,1.396179675625163,2.044314121924187,1.3469314805808807,0.0,0.0,0.0,1.434175149420527,0.0,0.0,0.0,0.0,0.0,1.1127763348111295,0.0,0.0,1.2023529797212305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3887463343111968,1.1034347749799274,0.0,0.0,1.405668939507136,0.0,0.0,0.0,0.0,0.0,1.2869159747141585,0.0,1.0866224072054322,1.3403124523785108,1.194580413530619,1.6546170787340329,0.0,1.1108292121560943,0.0,0.0,0.0,1.2696208123677821,1.1340085900099615,1.5693944251759013,0.0,2.3436504329300796,1.043475161257311,0.0,1.0879221066389368,0.0,2.0821281571854358,2.3431655564309923,0.0,1.9388168999583026,0.0,1.2934043797920594
1-4,Summer,MSC+Fww,18.0,37.3,559071.0,4.44,,34.07,49.9,8.8,10.84,14.123,4.43,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4639794423995214,0.0,0.0,0.0,0.0,1.6240723620667683,1.6892859550870332,1.2502114872302401,0.0,0.0,0.0,1.4601626563635584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1940386768230378,1.4263053266433876,1.039464581925948,0.0,0.0,0.0,1.5229269842751865,0.0,0.0,1.4363398452625231,0.0,0.0,1.4027033187975961,0.0,1.1034169706163997,1.02500397280197,0.0,1.3139476959539833,1.46726334410226,1.2960569489787652,1.4526974991858477,0.0,1.1351697400665124,0.0,0.0,0.0,0.0,1.5078443788197753,0.0,1.4516587445001325,0.0,2.147268674156228,1.5140408262363219,0.0,1.353190568019962,0.0,1.6098239723207137,2.457830483680428,1.1087713540386026,2.1388792559396967,0.0,1.2236571856495575
2-4,Fall,MSC+Fww,18.0,37.3,559071.0,5.19,0.0,21.55,33.78,4.9,6.32,10.155,2.33,0.72,0.56,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3748740191013158,0.0,0.0,0.0,0.0,1.7403771614442984,1.8173204069199012,1.3463755188400908,0.0,0.0,0.0,1.3647394253868912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0115582095228683,1.3753626895246933,0.0,0.0,0.0,0.0,1.674002857122329,0.0,0.0,1.2747366192466325,0.0,0.0,1.683137540130289,0.0,1.3758508396244473,0.0,1.0218352917156048,1.0617177453221234,1.4846994478632454,1.1452854469521052,1.3857453442478205,0.0,1.171047483010835,0.0,0.0,0.0,0.0,1.2710399057448818,0.0,1.5074659141700593,0.0,2.041938231872735,1.4299726304729723,0.0,1.0738833053184795,1.1613914251388098,1.298247224928313,2.5485337278653395,1.2933573179947089,2.277318923758297,0.0,0.0
3-4,Winter,MSC+Fww,18.0,37.3,559071.0,4.88,0.458,22.12,40.88,9.3,15.19,19.4,4.83,1.52,1.4,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2836338107953016,0.0,0.0,0.0,0.0,1.834163132720642,1.9936331220408423,1.2634497686882302,0.0,0.0,0.0,1.327622997749467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2492706841553531,1.5138097704325222,0.0,0.0,0.0,0.0,1.4613978641455245,1.0106591397902094,0.0,1.298058926585286,0.0,0.0,1.2007644876784078,0.0,0.0,0.0,0.0,1.2715446413618485,1.3962820558406979,1.3458889534240008,1.3188344665658969,1.111129749107633,0.0,0.0,0.0,0.0,0.0,1.0244628703239775,0.0,1.5152053741736267,0.0,2.0977649028422167,1.3073930238033937,0.0,1.0875590758897231,1.552700430608042,1.7100982708878887,2.494739175752251,0.0,2.172767228399419,0.0,0.0
4-4,Spring,MSC+Fww,18.0,37.3,559071.0,5.05,1.1275,31.65,58.95,13.4,20.41,17.91,4.05,0.37,0.31,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3948970796653133,0.0,0.0,0.0,0.0,1.5742410826683868,2.025612433903114,1.3336781693761948,0.0,0.0,0.0,1.2453225268344104,0.0,0.0,0.0,0.0,1.000369659549872,0.0,0.0,1.017902400608711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5888644577264737,1.2398853865617785,0.0,0.0,1.0593611711133366,0.0,1.6251930709350468,0.0,0.0,1.1913329672335502,1.0250210328657925,0.0,1.2318468079960592,0.0,0.0,0.0,0.0,1.1153844113719575,1.5303881807539002,1.29657784945363,1.3682880136936382,1.0719001722375328,1.2287913562562232,0.0,0.0,0.0,0.0,1.0891883993089098,0.0,1.441751662056767,0.0,2.1762152011384583,1.3357448927036095,0.0,0.0,1.2954459790979835,2.3131878391364165,2.1935827685602485,0.0,2.073154360849695,0.0,0.0
1-5,Summer,1SC/2SC,26.0,34.1,590951.0,5.963888722375614,0.4565190927843425,28.09064404662993,50.16319457958444,0.7002927484681472,11.968881142429744,15.468041709041866,1.7814866037962538,0.6084319850545984,0.3665126719474203,0.1464248474069762,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3789175174954516,0.0,0.0,0.0,0.0,1.3534160920951075,2.2006811534544193,1.290513098804498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0006204948692037,0.0,0.0,0.0,1.039826453326685,0.0,0.0,0.0,0.0,0.0,1.1985248393273593,1.1198025002453829,0.0,0.0,0.0,0.0,1.1027663185814167,0.0,0.0,1.4075533575762382,0.0,1.0056870897137835,0.0,0.0,0.0,0.0,1.3615942049447565,1.031272899409091,1.3468848302236767,1.3159297461360802,1.355767823104133,1.1762677469724692,0.0,1.069708304567072,0.0,0.0,0.0,1.7963866524749295,0.0,1.3540051743203643,0.0,2.310019649433515,1.3119909074497402,0.0,1.0710536123062107,1.0108621301185021,1.9837883134269594,2.2803625607490856,1.1630843810669416,2.016903495990922,0.0,1.3164368908734945
2-5,Fall,1SC/2SC,26.0,34.1,590951.0,6.264048330034671,0.1473619064863245,25.42491900343683,38.572150719772026,0.6183148856673397,7.097056067254307,12.354975825406845,2.044388434912539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4717916778247742,0.0,0.0,0.0,0.0,1.0726712857448664,1.7688850575064532,1.4844763707818907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2784384399835096,0.0,0.0,0.0,1.11629965978354,1.0652180314357067,0.0,0.0,1.0265832604809677,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1029740027938557,0.0,1.062517837270689,1.369403339100723,0.0,0.0,0.0,1.0162093202896443,0.0,1.0840787708675241,1.0825443313945489,1.0886434140055368,1.4188257863698113,1.227202781163819,1.462110345160737,1.0515058037011096,0.0,1.1106473280073208,0.0,0.0,1.1273534796295497,1.774148436170739,0.0,1.5079651492215953,1.063839848576198,2.0059287091488778,1.37153015248976,0.0,1.1766258555154057,1.0033922100665147,2.1692569444202348,2.3308363821323126,1.4293780354642347,1.8120451689745878,1.0421375538088902,0.0
3-5,Winter,1SC/2SC,26.0,34.1,590951.0,6.017689747890161,0.4226893244956011,28.791206682110705,55.7357102534728,0.7501463742340736,22.905166028993943,26.83931302256871,2.62517244238524,0.0036337022866532,0.0036337022866532,0.0,0.0,1.22002321311118,0.0,0.0,0.0,0.0,0.0,1.2007864110591147,0.0,0.0,0.0,0.0,1.34250274220958,2.0962819077272212,1.552120367006913,0.0,0.0,0.0,0.0,0.0,0.0,1.0344784596585006,0.0,1.0054867466212292,1.0706089824569383,0.0,0.0,1.416826766029852,1.1284405029294664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2893938373192717,0.0,1.183413456895835,0.0,1.1122681901622857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.716051303723349,0.0,1.3904635585740448,1.2783304826977975,1.1941638166434343,1.4049176012900968,0.0,0.0,0.0,0.0,1.0446011810563967,1.6271808804875536,0.0,1.390712322079582,0.0,2.2922053675512095,1.297416523146523,0.0,1.2233670896716686,0.0,2.0686105415896865,2.3046571976739942,0.0,1.9762576821997366,1.033830492028132,0.0
4-5,Spring,1SC/2SC,26.0,34.1,590951.0,5.6897498378660405,0.7995787214168348,26.935299576445423,41.3754395372882,1.027618702735083,7.982667632341768,17.917482363173935,3.095640839934275,0.0381977862800807,0.0381977862800807,0.0,0.0,0.0,0.0,0.0,1.1561127632896593,0.0,0.0,1.2651537857516972,0.0,0.0,0.0,0.0,1.3475621806864964,1.5505245172066835,1.7492891130765142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0072054125792518,1.1648081320968948,0.0,0.0,1.565377521093419,1.0193950771081484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4757859709877197,0.0,1.043338909882359,1.2316346463011374,1.0664868870324242,1.2835385602958165,0.0,0.0,0.0,0.0,0.0,0.0,1.3574485053194534,1.2421664878321605,1.3523493330865457,1.2247892502256645,0.0,1.5674987933974027,0.0,0.0,0.0,0.0,0.0,1.6685574410063784,1.1988288336773183,1.4177745714396053,0.0,2.188615903267956,1.0470520353176238,0.0,1.0807177029167665,1.7020569807587824,2.237067005465213,2.255776581749943,0.0,1.9267791170535697,0.0,0.0
1-6,Summer,FW+HM+Aww,40.0,38.0,14645.0,6.6,5.7925,19.23,44.32,15.1,6.11,8.848,2.0,0.38,0.19,0.07,0.0,0.0,0.0,0.0,0.0,0.0,1.4151522474085596,1.0048569859224392,0.0,0.0,1.4074165369647123,0.0,0.0,1.391102297690481,0.0,0.0,0.0,0.0,1.437628615171549,0.0,1.5692588037169317,1.2656314919755818,1.4583192363191166,0.0,2.1496345946829454,1.056668032367625,0.0,0.0,0.0,0.0,0.0,0.0,1.588291040469701,0.0,0.0,0.0,0.0,1.3261072084847985,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0103090019535474,0.0,1.0142491934697555,0.0,0.0,1.0211258529690679,1.309748668080011,0.0,0.0,0.0,0.0,0.0,0.0,1.3671564528739641,0.0,2.187420093099089,0.0,0.0,2.546507811046924,0.0,0.0,2.0067866859255035,0.0,1.757743399251087,0.0,1.463060087977244
