,missing,missing_percent
BAC_F::Caldicoprobacteraceae,0,0.0
BAC_F::Caldilineaceae,0,0.0
BAC_F::Caldisericaceae,0,0.0
BAC_F::Calditrichaceae,0,0.0
BAC_F::Caloramatoraceae,0,0.0
BAC_F::Caminicellaceae,0,0.0
BAC_F::Candidatus_Abawacabacteria,0,0.0
BAC_F::Candidatus_Collierbacteria,0,0.0
BAC_F::Candidatus_Falkowbacteria,0,0.0
BAC_F::Candidatus_Gottesmanbacteria,0,0.0
BAC_F::Candidatus_Magasanikbacteria,0,0.0
BAC_F::Candidatus_Moranbacteria,0,0.0
BAC_F::Candidatus_Pacebacteria,0,0.0
BAC_F::Candidatus_Peregrinibacteria,0,0.0
BAC_F::Candidatus_Peribacteria,0,0.0
BAC_F::Candidatus_Raymondbacteria,0,0.0
BAC_F::Candidatus_Shapirobacteria,0,0.0
BAC_F::Candidatus_Vogelbacteria,0,0.0
BAC_F::Candidatus_Woesebacteria,0,0.0
BAC_F::Candidatus_Yanofskybacteria,0,0.0
BAC_F::Carnobacteriaceae,0,0.0
BAC_F::Caulobacteraceae,0,0.0
BAC_F::Chitinibacteraceae,0,0.0
BAC_F::Chitinimonadaceae,0,0.0
BAC_F::Chitinivibrionaceae,0,0.0
BAC_F::Chitinophagaceae,0,0.0
BAC_F::Chlamydiaceae,0,0.0
BAC_F::Chlorobiaceae,0,0.0
BAC_F::Chloroflexaceae,0,0.0
BAC_F::Chloroplast,0,0.0
BAC_F::Christensenellaceae,0,0.0
BAC_F::Chromatiaceae,0,0.0
BAC_F::Chromobacteriaceae,0,0.0
BAC_F::Chthoniobacteraceae,0,0.0
BAC_F::Chthonomonadales,0,0.0
BAC_F::Cloacimonadaceae,0,0.0
BAC_F::Cloacimonadales,0,0.0
BAC_F::Clostridia_UCG-014,0,0.0
BAC_F::Clostridiaceae,0,0.0
BAC_F::Comamonadaceae,0,0.0
BAC_F::Competibacteraceae,0,0.0
BAC_F::Coprothermobacteraceae,0,0.0
BAC_F::Coriobacteriaceae,0,0.0
BAC_F::Coriobacteriales_Incertae_Sedis,0,0.0
BAC_F::Corynebacteriaceae,0,0.0
BAC_F::Coxiellaceae,0,0.0
BAC_F::Criblamydiaceae,0,0.0
BAC_F::Crocinitomicaceae,0,0.0
BAC_F::Cryomorphaceae,0,0.0
BAC_F::Cyclobacteriaceae,0,0.0
BAC_F::D8A-2,0,0.0
BAC_F::DEV007,0,0.0
BAC_F::DG-20,0,0.0
BAC_F::DG-56,0,0.0
BAC_F::DS-100,0,0.0
BAC_F::DTU014,0,0.0
BAC_F::Dadabacteriales,0,0.0
BAC_F::Defferrisomataceae,0,0.0
BAC_F::Defluviicoccaceae,0,0.0
BAC_F::Defluviitaleaceae,0,0.0
BAC_F::Deinococcaceae,0,0.0
BAC_F::Dermatophilaceae,0,0.0
BAC_F::Desulfallas-Sporotomaculum,0,0.0
BAC_F::Desulfatiglandaceae,0,0.0
BAC_F::Desulfitibacteraceae,0,0.0
BAC_F::Desulfitobacteriaceae,0,0.0
BAC_F::Desulfitobacteriales,0,0.0
BAC_F::Desulfobacteraceae,0,0.0
BAC_F::Desulfobacterales,0,0.0
BAC_F::Desulfobulbaceae,0,0.0
BAC_F::Desulfocapsaceae,0,0.0
BAC_F::Desulfococcaceae,0,0.0
BAC_F::Desulfomicrobiaceae,0,0.0
BAC_F::Desulfomonilaceae,0,0.0
BAC_F::Desulforegulaceae,0,0.0
BAC_F::Desulfosarcinaceae,0,0.0
BAC_F::Desulfotomaculales,0,0.0
BAC_F::Desulfovibrionaceae,0,0.0
BAC_F::Desulfuribacillaceae,0,0.0
BAC_F::Desulfuromonadaceae,0,0.0
BAC_F::Dethiobacteraceae,0,0.0
BAC_F::Devosiaceae,0,0.0
BAC_F::Dictyoglomaceae,0,0.0
BAC_F::Dietziaceae,0,0.0
BAC_F::Diplorickettsiaceae,0,0.0
BAC_F::Dongiaceae,0,0.0
BAC_F::Dysgonomonadaceae,0,0.0
BAC_F::EC3,0,0.0
BAC_F::Eggerthellaceae,0,0.0
BAC_F::Elev-16S-1166,0,0.0
BAC_F::Elsteraceae,0,0.0
BAC_F::Endomicrobiaceae,0,0.0
BAC_F::Enterobacteriaceae,0,0.0
BAC_F::Enterococcaceae,0,0.0
BAC_F::Erwiniaceae,0,0.0
BAC_F::Erysipelatoclostridiaceae,0,0.0
BAC_F::Erysipelotrichaceae,0,0.0
BAC_F::Ethanoligenenaceae,0,0.0
BAC_F::Eubacteriaceae,0,0.0
BAC_F::F082,0,0.0
BAC_F::FCPU426,0,0.0
BAC_F::FTLpost3,0,0.0
BAC_F::FW22,0,0.0
BAC_F::Fermentibacteraceae,0,0.0
BAC_F::Fervidobacteriaceae,0,0.0
BAC_F::Fibrobacteraceae,0,0.0
BAC_F::Fibrobacterales,0,0.0
BAC_F::Fimbriimonadaceae,0,0.0
BAC_F::Fimbriimonadales,0,0.0
BAC_F::Flavobacteriaceae,0,0.0
BAC_F::Fodinicurvataceae,0,0.0
BAC_F::Francisellaceae,0,0.0
BAC_F::Fusibacteraceae,0,0.0
BAC_F::Fusobacteriaceae,0,0.0
BAC_F::GIF3,0,0.0
BAC_F::GIF9,0,0.0
BAC_F::GOUTB8,0,0.0
BAC_F::GWB1-42-6,0,0.0
BAC_F::GWC2-45-44,0,0.0
BAC_F::GWF2-44-16,0,0.0
BAC_F::GZKB124,0,0.0
BAC_F::GZKB75,0,0.0
BAC_F::Ga0077536,0,0.0
BAC_F::Gaiellaceae,0,0.0
BAC_F::Gallionellaceae,0,0.0
BAC_F::Gammaproteobacteria,0,0.0
BAC_F::Garciellaceae,0,0.0
BAC_F::Geminicoccaceae,0,0.0
BAC_F::Gemmataceae,0,0.0
BAC_F::Gemmatimonadaceae,0,0.0
BAC_F::Geobacteraceae,0,0.0
BAC_F::Geopsychrobacteraceae,0,0.0
BAC_F::Gimesiaceae,0,0.0
BAC_F::Gitt-GS-136,0,0.0
BAC_F::Gracilibacteraceae,0,0.0
BAC_F::Gracilibacteria,0,0.0
BAC_F::HOC36,0,0.0
BAC_F::Hafniaceae,0,0.0
BAC_F::Hahellaceae,0,0.0
BAC_F::Halanaerobiaceae,0,0.0
BAC_F::Haliangiaceae,0,0.0
BAC_F::Halieaceae,0,0.0
BAC_F::Halobacteroidaceae,0,0.0
BAC_F::Halomonadaceae,0,0.0
BAC_F::Halothiobacillaceae,0,0.0
BAC_F::Hippeaceae,0,0.0
BAC_F::Holophagaceae,0,0.0
BAC_F::Holosporaceae,0,0.0
BAC_F::Hungateiclostridiaceae,0,0.0
BAC_F::Hydrogenedensaceae,0,0.0
BAC_F::Hydrogenophilaceae,0,0.0
BAC_F::Hydrothermae,0,0.0
BAC_F::Hyphomicrobiaceae,0,0.0
BAC_F::Hyphomonadaceae,0,0.0
BAC_F::IMCC26256,0,0.0
BAC_F::Iamiaceae,0,0.0
BAC_F::Idiomarinaceae,0,0.0
BAC_F::Ignavibacteriaceae,0,0.0
BAC_F::Ilumatobacteraceae,0,0.0
BAC_F::Incertae_Sedis,0,0.0
BAC_F::Inquilinaceae,0,0.0
BAC_F::Intrasporangiaceae,0,0.0
BAC_F::Isosphaeraceae,0,0.0
BAC_F::Izemoplasmataceae,0,0.0
BAC_F::Izemoplasmatales,0,0.0
BAC_F::JG30-KF-CM45,0,0.0
BAC_F::JG30-KF-CM66,0,0.0
BAC_F::JG36-GS-52,0,0.0
BAC_F::JGI_0000069-P22,0,0.0
BAC_F::JS1,0,0.0
BAC_F::KCLunmb-38-53,0,0.0
BAC_F::KD1-131,0,0.0
BAC_F::KD3-93,0,0.0
BAC_F::KD4-96,0,0.0
BAC_F::KI89A_clade,0,0.0
BAC_F::KIST-JJY010,0,0.0
BAC_F::Kapabacteriales,0,0.0
BAC_F::Kosmotogaceae,0,0.0
BAC_F::LCP-89,0,0.0
BAC_F::LD-RB-34,0,0.0
BAC_F::LD1-PA32,0,0.0
BAC_F::LD1-PB3,0,0.0
BAC_F::LF045,0,0.0
BAC_F::LK-44f,0,0.0
BAC_F::LWQ8,0,0.0
BAC_F::Labraceae,0,0.0
BAC_F::Lachnospiraceae,0,0.0
BAC_F::Lactobacillaceae,0,0.0
BAC_F::Latescibacteraceae,0,0.0
BAC_F::Latescibacterota,0,0.0
BAC_F::Leeiaceae,0,0.0
BAC_F::Legionellaceae,0,0.0
BAC_F::Lenti-02,0,0.0
BAC_F::Lentimicrobiaceae,0,0.0
BAC_F::Leptospiraceae,0,0.0
BAC_F::Leptotrichiaceae,0,0.0
BAC_F::Leuconostocaceae,0,0.0
BAC_F::LiUU-11-161,0,0.0
BAC_F::Limnochordaceae,0,0.0
BAC_F::Limnochordia,0,0.0
BAC_F::Lineage_IIa,0,0.0
BAC_F::Lineage_IV,0,0.0
BAC_F::Longimicrobiaceae,0,0.0
BAC_F::M55-D21,0,0.0
BAC_F::MAT-CR-H4-C10,0,0.0
BAC_F::MBA03,0,0.0
BAC_F::MBNT15,0,0.0
BAC_F::MD2902-B12,0,0.0
BAC_F::MSB-3C8,0,0.0
BAC_F::MSB-5E12,0,0.0
BAC_F::MSBL9,0,0.0
BAC_F::MVP-15,0,0.0
BAC_F::MVP-88,0,0.0
BAC_F::Magnetospirillaceae,0,0.0
BAC_F::Margulisbacteria,0,0.0
BAC_F::Marinifilaceae,0,0.0
BAC_F::Marinilabiliaceae,0,0.0
BAC_F::Marinimicrobia_(SAR406_clade),0,0.0
BAC_F::Marinobacteraceae,0,0.0
BAC_F::Melioribacteraceae,0,0.0
BAC_F::Methylacidiphilaceae,0,0.0
BAC_F::Methylococcaceae,0,0.0
BAC_F::Methyloligellaceae,0,0.0
BAC_F::Methylomirabilaceae,0,0.0
BAC_F::Methylomonadaceae,0,0.0
BAC_F::Methylophagaceae,0,0.0
BAC_F::Methylophilaceae,0,0.0
BAC_F::MgMjR-022,0,0.0
BAC_F::Micavibrionaceae,0,0.0
BAC_F::Microbacteriaceae,0,0.0
BAC_F::Micrococcaceae,0,0.0
BAC_F::Micropepsaceae,0,0.0
BAC_F::Microscillaceae,0,0.0
BAC_F::Microtrichaceae,0,0.0
BAC_F::MidBa8,0,0.0
BAC_F::Mitochondria,0,0.0
BAC_F::Monoglobaceae,0,0.0
BAC_F::Moorellaceae,0,0.0
BAC_F::Moraxellaceae,0,0.0
BAC_F::Morganellaceae,0,0.0
BAC_F::Muribaculaceae,0,0.0
BAC_F::Mycobacteriaceae,0,0.0
BAC_F::Myxococcaceae,0,0.0
BAC_F::NB1-j,0,0.0
BAC_F::NK-L14,0,0.0
BAC_F::NKB15,0,0.0
BAC_F::Nakamurellaceae,0,0.0
BAC_F::Nannocystaceae,0,0.0
BAC_F::Neisseriaceae,0,0.0
BAC_F::Nitrosococcaceae,0,0.0
BAC_F::Nitrosomonadaceae,0,0.0
BAC_F::Nitrospiraceae,0,0.0
BAC_F::Nocardiaceae,0,0.0
BAC_F::Nocardioidaceae,0,0.0
BAC_F::OC31,0,0.0
BAC_F::OLB14,0,0.0
BAC_F::OM190,0,0.0
BAC_F::OPB41,0,0.0
BAC_F::Obscuribacteraceae,0,0.0
BAC_F::Oligosphaeraceae,0,0.0
BAC_F::Omnitrophaceae,0,0.0
BAC_F::Omnitrophales,0,0.0
BAC_F::Oscillospiraceae,0,0.0
BAC_F::Oscillospirales,0,0.0
BAC_F::Oxalobacteraceae,0,0.0
BAC_F::Oxobacteraceae,0,0.0
BAC_F::PAUC34f,0,0.0
BAC_F::PB19,0,0.0
BAC_F::PBS-18,0,0.0
BAC_F::PHOS-HE36,0,0.0
BAC_F::PLTA13,0,0.0
BAC_F::Paenibacillaceae,0,0.0
BAC_F::Paludibacteraceae,0,0.0
BAC_F::Paracaedibacteraceae,0,0.0
BAC_F::Parachlamydiaceae,0,0.0
BAC_F::Parcubacteria,0,0.0
BAC_F::Parvibaculaceae,0,0.0
BAC_F::Pasteurellaceae,0,0.0
BAC_F::PeH15,0,0.0
BAC_F::PeM15,0,0.0
BAC_F::Pedosphaeraceae,0,0.0
BAC_F::Peptococcaceae,0,0.0
BAC_F::Peptostreptococcaceae,0,0.0
BAC_F::Peptostreptococcales-Tissierellales,0,0.0
BAC_F::Petrotogaceae,0,0.0
BAC_F::Phaselicystidaceae,0,0.0
BAC_F::Phycisphaeraceae,0,0.0
BAC_F::Pirellulaceae,0,0.0
BAC_F::Pla1_lineage,0,0.0
BAC_F::Pla3_lineage,0,0.0
BAC_F::Pla4_lineage,0,0.0
BAC_F::Planococcaceae,0,0.0
BAC_F::Pleomorphomonadaceae,0,0.0
BAC_F::Polyangiaceae,0,0.0
BAC_F::Porticoccaceae,0,0.0
BAC_F::Prevotellaceae,0,0.0
BAC_F::Prolixibacteraceae,0,0.0
BAC_F::Promicromonosporaceae,0,0.0
BAC_F::Propionibacteriaceae,0,0.0
BAC_F::Proteiniboraceae,0,0.0
BAC_F::Proteinivoracales,0,0.0
BAC_F::Pseudomonadaceae,0,0.0
BAC_F::Puniceicoccaceae,0,0.0
BAC_F::R7C24,0,0.0
BAC_F::RBG-13-54-9,0,0.0
BAC_F::RBG-16-55-12,0,0.0
BAC_F::RF39,0,0.0
BAC_F::Reyranellaceae,0,0.0
BAC_F::Rhizobiaceae,0,0.0
BAC_F::Rhizobiales_Incertae_Sedis,0,0.0
BAC_F::Rhodanobacteraceae,0,0.0
BAC_F::Rhodobacteraceae,0,0.0
BAC_F::Rhodocyclaceae,0,0.0
BAC_F::Rhodospirillaceae,0,0.0
BAC_F::Rickettsiaceae,0,0.0
BAC_F::Rickettsiales,0,0.0
BAC_F::Rikenellaceae,0,0.0
BAC_F::Rs-M47,0,0.0
BAC_F::Rubinisphaeraceae,0,0.0
BAC_F::Rubritaleaceae,0,0.0
BAC_F::Rubrobacteriaceae,0,0.0
BAC_F::Ruminococcaceae,0,0.0
BAC_F::Run-SP154,0,0.0
BAC_F::S-70,0,0.0
BAC_F::S085,0,0.0
BAC_F::S15A-MN91,0,0.0
BAC_F::SB-5,0,0.0
BAC_F::SBR1031,0,0.0
BAC_F::SBYX-4944,0,0.0
BAC_F::SC-I-84,0,0.0
BAC_F::SG8-4,0,0.0
BAC_F::SGST604,0,0.0
BAC_F::SHA-26,0,0.0
BAC_F::SHA-4,0,0.0
BAC_F::SHA-41,0,0.0
BAC_F::SJA-15,0,0.0
BAC_F::SJA-28,0,0.0
BAC_F::SM1A07,0,0.0
BAC_F::SM23-30,0,0.0
BAC_F::SM2D12,0,0.0
BAC_F::SR-FBR-L83,0,0.0
BAC_F::SRB2,0,0.0
BAC_F::ST-12K33,0,0.0
BAC_F::ST-NAGAB-D1,0,0.0
BAC_F::Saccharimonadaceae,0,0.0
BAC_F::Saccharimonadales,0,0.0
BAC_F::Saccharospirillaceae,0,0.0
BAC_F::Sandaracinaceae,0,0.0
BAC_F::Saprospiraceae,0,0.0
BAC_F::Schlesneriaceae,0,0.0
BAC_F::Sedimentibacteraceae,0,0.0
BAC_F::Selenomonadaceae,0,0.0
BAC_F::Sericytochromatia,0,0.0
BAC_F::Shewanellaceae,0,0.0
BAC_F::Silvanigrellaceae,0,0.0
BAC_F::Simkaniaceae,0,0.0
BAC_F::Smithellaceae,0,0.0
BAC_F::Solibacteraceae,0,0.0
BAC_F::Solirubrobacteraceae,0,0.0
BAC_F::Sphingobacteriaceae,0,0.0
BAC_F::Sphingomonadaceae,0,0.0
BAC_F::Spirochaetaceae,0,0.0
BAC_F::Spirosomaceae,0,0.0
BAC_F::Spongiibacteraceae,0,0.0
BAC_F::Sporichthyaceae,0,0.0
BAC_F::Sporolactobacillaceae,0,0.0
BAC_F::Sporomusaceae,0,0.0
BAC_F::Stappiaceae,0,0.0
BAC_F::Steroidobacteraceae,0,0.0
BAC_F::Streptococcaceae,0,0.0
BAC_F::Succinivibrionaceae,0,0.0
BAC_F::Sulfurimonadaceae,0,0.0
BAC_F::Sulfurospirillaceae,0,0.0
BAC_F::Sulfurovaceae,0,0.0
BAC_F::Sumerlaeaceae,0,0.0
BAC_F::Sutterellaceae,0,0.0
BAC_F::Sva0485,0,0.0
BAC_F::Symbiobacteraceae,0,0.0
BAC_F::Synergistaceae,0,0.0
BAC_F::Syntrophaceae,0,0.0
BAC_F::Syntrophobacteraceae,0,0.0
BAC_F::Syntrophobotulaceae,0,0.0
BAC_F::Syntrophomonadaceae,0,0.0
BAC_F::Syntrophorhabdaceae,0,0.0
BAC_F::Syntrophotaleaceae,0,0.0
BAC_F::T34,0,0.0
BAC_F::TA06,0,0.0
BAC_F::TK10,0,0.0
BAC_F::TRA3-20,0,0.0
BAC_F::TTA-B1,0,0.0
BAC_F::Tannerellaceae,0,0.0
BAC_F::Tepidisphaeraceae,0,0.0
BAC_F::Terasakiellaceae,0,0.0
BAC_F::Terrimicrobiaceae,0,0.0
BAC_F::Thermaceae,0,0.0
BAC_F::Thermacetogeniaceae,0,0.0
BAC_F::Thermoactinomycetaceae,0,0.0
BAC_F::Thermoanaerobaculaceae,0,0.0
BAC_F::Thermomicrobiaceae,0,0.0
BAC_F::Thermotaleaceae,0,0.0
BAC_F::Thermovenabulales,0,0.0
BAC_F::Thioalkalispiraceae,0,0.0
BAC_F::Thiotrichaceae,0,0.0
BAC_F::Trueperaceae,0,0.0
BAC_F::UASB-TL25,0,0.0
BAC_F::UBA12409,0,0.0
BAC_F::UCG-010,0,0.0
BAC_F::UCG-011,0,0.0
BAC_F::V2072-189E03,0,0.0
BAC_F::VHS-B3-70,0,0.0
BAC_F::VHS-B4-70,0,0.0
BAC_F::Veillonellaceae,0,0.0
BAC_F::Veillonellales-Selenomonadales,0,0.0
BAC_F::Vermiphilaceae,0,0.0
BAC_F::Verrucomicrobiaceae,0,0.0
BAC_F::Vibrionaceae,0,0.0
BAC_F::Vicinamibacteraceae,0,0.0
BAC_F::Victivallaceae,0,0.0
BAC_F::Vulgatibacteraceae,0,0.0
BAC_F::W27,0,0.0
BAC_F::WCHB1-02,0,0.0
BAC_F::WCHB1-41,0,0.0
BAC_F::WCHB1-81,0,0.0
BAC_F::WD260,0,0.0
BAC_F::WOR-1,0,0.0
BAC_F::WPS-2,0,0.0
BAC_F::WS1,0,0.0
BAC_F::WS2,0,0.0
BAC_F::WS4,0,0.0
BAC_F::WWE3,0,0.0
BAC_F::Waddliaceae,0,0.0
BAC_F::Weeksellaceae,0,0.0
BAC_F::Williamwhitmaniaceae,0,0.0
BAC_F::Woeseiaceae,0,0.0
BAC_F::Wohlfahrtiimonadaceae,0,0.0
BAC_F::Xanthobacteraceae,0,0.0
BAC_F::Xanthomonadaceae,0,0.0
BAC_F::Yersiniaceae,0,0.0
BAC_F::Z4MB62,0,0.0
BAC_F::Zixibacteria,0,0.0
BAC_F::bacteriap25,0,0.0
BAC_F::c5LKS83,0,0.0
BAC_F::cvE6,0,0.0
BAC_F::env.OPS_17,0,0.0
BAC_F::koll11,0,0.0
BAC_F::mle1-8,0,0.0
BAC_F::p-251-o5,0,0.0
BAC_F::unidentified,0,0.0
BAC_F::vadinBE97,0,0.0
BAC_F::vadinHA49,0,0.0
ARC_F::Aenigmarchaeales,0,0.0
ARC_F::Bathyarchaeia,0,0.0
ARC_F::Hadarchaeales,0,0.0
ARC_F::Iainarchaeales,0,0.0
ARC_F::LKM11,0,0.0
ARC_F::Lokiarchaeia,0,0.0
ARC_F::Marine_Benthic_Group_D_and_DHVEG-1,0,0.0
ARC_F::Methanocorpusculaceae,0,0.0
ARC_F::Methanofastidiosaceae,0,0.0
ARC_F::Methanomassiliicoccaceae,0,0.0
ARC_F::Methanomethyliaceae,0,0.0
ARC_F::Methanomethylophilaceae,0,0.0
ARC_F::Methanomicrobiaceae,0,0.0
ARC_F::Methanomicrobiales,0,0.0
ARC_F::Methanoregulaceae,0,0.0
ARC_F::Methanosaetaceae,0,0.0
ARC_F::Methanosarcinaceae,0,0.0
ARC_F::Methanospirillaceae,0,0.0
ARC_F::Micrarchaeales,0,0.0
ARC_F::Nitrososphaeraceae,0,0.0
ARC_F::Odinarchaeia,0,0.0
ARC_F::Rhinosporideacae,0,0.0
ARC_F::SCGC_AAA011-D5,0,0.0
ARC_F::Teleostei,0,0.0
ARC_F::Veneroida,0,0.0
ARC_F::Woesearchaeales,0,0.0
ARC_F::unidentified,0,0.0
