Model,target,feature,importance,domain
RandomForest,warning_acid_base_balance,BAC_F::Beijerinckiaceae,0.001726474848247025,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Bifidobacteriaceae,0.00028939462687880744,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Blastocatellaceae,0.00036719592412843215,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Bogoriellaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Brachyspirales_Incertae_Sedis,4.161372515683265e-18,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Bradymonadales,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Bryobacteraceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Burkholderiaceae,0.0030631102281706273,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Butyricicoccaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::C10-SB1A,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::CCM19a,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::CK-2C2-2,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Caldatribacteriaceae,0.0029263254940736986,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Caldicoprobacteraceae,0.010057248500292684,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Caldilineaceae,0.0006609039759802817,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Caldisericaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Caloramatoraceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Candidatus_Falkowbacteria,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Candidatus_Peregrinibacteria,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Candidatus_Shapirobacteria,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Carnobacteriaceae,0.0007449741040154343,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Caulobacteraceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Chitinimonadaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Chitinophagaceae,0.011466347285845727,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Christensenellaceae,0.0211780054172233,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Chromobacteriaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Chthoniobacteraceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Chthonomonadales,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Cloacimonadaceae,0.04252941382873279,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Cloacimonadales,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Clostridia_UCG-014,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Clostridiaceae,0.00726672716103047,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Comamonadaceae,0.010686930931160578,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Competibacteraceae,0.0007274399704695709,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Coprothermobacteraceae,0.0018072561257015706,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Coriobacteriales_Incertae_Sedis,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Corynebacteriaceae,2.0581460999896228e-05,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Crocinitomicaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::D8A-2,0.009164825480279571,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::DEV007,2.5465800317630833e-17,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::DS-100,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::DTU014,0.00438264640402878,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Defluviicoccaceae,0.0006548325436971349,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Defluviitaleaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Dermatophilaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Desulfitibacteraceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Desulfobulbaceae,0.0017822478288840498,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Desulfomicrobiaceae,0.0010899792788465453,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Desulfotomaculales,0.0020484943881918165,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Desulfovibrionaceae,0.0005932531000926046,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Dethiobacteraceae,0.006517395090272023,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Devosiaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Dietziaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Diplorickettsiaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Dongiaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Dysgonomonadaceae,0.0023462527095298833,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Eggerthellaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Elsteraceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Endomicrobiaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Enterobacteriaceae,0.017903641000863047,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Enterococcaceae,0.0005386265666907888,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Erwiniaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Erysipelatoclostridiaceae,0.0023185640170833724,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Erysipelotrichaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Eubacteriaceae,0.0023653529819447987,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::F082,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::FTLpost3,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Fermentibacteraceae,1.4045408563696136e-18,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Fervidobacteriaceae,0.0005862014250788804,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Fibrobacteraceae,0.0004673651935537239,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Fibrobacterales,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Fimbriimonadaceae,1.6016700570017737e-17,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Flavobacteriaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Fusibacteraceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Fusobacteriaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::GZKB124,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::GZKB75,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Gallionellaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Garciellaceae,0.002860384187934295,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Gemmataceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Gemmatimonadaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Geobacteraceae,1.0578071905532482e-17,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Gracilibacteraceae,0.006299665784947073,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::HOC36,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Hahellaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Halanaerobiaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Haliangiaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Halomonadaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Holophagaceae,0.0026509254343877325,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Hungateiclostridiaceae,0.00959590519178351,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Hydrogenedensaceae,0.0054032976791184295,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Hydrogenophilaceae,0.0011477376865010429,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Hydrothermae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Hyphomicrobiaceae,0.00150538777004365,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Hyphomonadaceae,0.0006153115484218979,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::IMCC26256,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Iamiaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Ignavibacteriaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Ilumatobacteraceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Incertae_Sedis,0.01744027147957136,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Intrasporangiaceae,0.005619130852962744,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Isosphaeraceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Izemoplasmataceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Izemoplasmatales,0.022317247947951677,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::JG36-GS-52,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::JS1,0.00817701703720345,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::KCLunmb-38-53,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Kapabacteriales,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Kosmotogaceae,0.005029838019601784,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::LD1-PA32,0.0005838043245403298,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::LD1-PB3,0.001188694156454976,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::LF045,0.0005155540886347139,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::LWQ8,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Lachnospiraceae,0.012533078855723044,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Lactobacillaceae,0.030469046044802037,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Leeiaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Lentimicrobiaceae,0.007581543654260375,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Leptospiraceae,0.0159737054246552,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Leptotrichiaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Leuconostocaceae,0.0003007021004793514,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::LiUU-11-161,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Limnochordaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Limnochordia,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::M55-D21,0.008425573233066369,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::MAT-CR-H4-C10,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::MBA03,0.003366817237511596,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::MVP-15,0.0028621861726558493,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Marinifilaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Marinilabiliaceae,0.0025785118192017853,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Marinimicrobia_(SAR406_clade),0.0007530867800854894,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Methylococcaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Methylomonadaceae,2.5427983934440586e-18,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Methylophilaceae,2.932757300612327e-18,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::MgMjR-022,0.010974351075415412,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Microbacteriaceae,0.003775403577075902,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Micrococcaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Microscillaceae,1.2380767548739555e-17,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Microtrichaceae,0.0018046551893991835,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Monoglobaceae,0.0007676153355901148,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Moorellaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Moraxellaceae,0.0005746266056482045,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Morganellaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Mycobacteriaceae,2.4132120086463476e-18,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::NK-L14,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::NKB15,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Nannocystaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Neisseriaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Nitrosococcaceae,0.0007072682701975154,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Nitrosomonadaceae,0.0019330865552081896,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Nitrospiraceae,0.0005736205998857754,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::OLB14,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::OPB41,2.857008611367954e-17,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Obscuribacteraceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Oligosphaeraceae,0.0013663953805174093,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Omnitrophaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Oscillospiraceae,0.010418531953799057,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Oxalobacteraceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::PB19,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::PBS-18,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::PHOS-HE36,0.0006885941281334388,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::PLTA13,5.0304635174170554e-18,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Paludibacteraceae,0.02800079503777585,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::PeH15,0.0005537384970549528,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::PeM15,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Pedosphaeraceae,0.005187589652482534,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Peptococcaceae,1.5055159496589034e-05,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Peptostreptococcaceae,8.237974203422237e-07,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Peptostreptococcales-Tissierellales,0.02304652317874329,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Petrotogaceae,0.010731524853373912,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Phycisphaeraceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Pirellulaceae,0.0011195878292608403,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Pla3_lineage,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Planococcaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Porticoccaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Prevotellaceae,0.006406924593791095,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Prolixibacteraceae,0.017803346471359248,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Propionibacteriaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Proteiniboraceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Pseudomonadaceae,0.0010863864200500153,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::RBG-13-54-9,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::RBG-16-55-12,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Reyranellaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Rhizobiaceae,0.002325096625155489,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Rhizobiales_Incertae_Sedis,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Rhodanobacteraceae,0.006267151296547022,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Rhodobacteraceae,0.005377771735325593,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Rhodocyclaceae,0.027750994612991627,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Rickettsiaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Rikenellaceae,0.00909161787191463,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Rubinisphaeraceae,0.0005811610770844105,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Ruminococcaceae,0.016395545325058075,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Run-SP154,4.465564577126672e-18,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::S15A-MN91,7.253083276503188e-18,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::SB-5,4.8292136247135874e-18,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::SBR1031,0.000787110399190154,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::SC-I-84,0.0026809244385527496,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::SHA-41,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::SJA-15,0.0019310976709408885,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::SJA-28,0.009757096658965807,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::SM1A07,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::SRB2,0.002885515341089479,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::ST-12K33,0.007688746357062861,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Saccharimonadaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Saccharimonadales,5.557503983665377e-18,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Saprospiraceae,0.01984980437062945,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Schlesneriaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Sedimentibacteraceae,0.02125343698219341,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Selenomonadaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Smithellaceae,0.007154069199360824,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Solibacteraceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Sphingobacteriaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Sphingomonadaceae,0.0003906845200990331,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Spirochaetaceae,0.027969740903918166,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Spongiibacteraceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Sporichthyaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Sporomusaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Steroidobacteraceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Streptococcaceae,0.0015625047375819846,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Sumerlaeaceae,8.819762049254765e-18,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Sutterellaceae,0.00042672292871265727,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Sva0485,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Symbiobacteraceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Synergistaceae,0.010899988528424883,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Syntrophaceae,1.8391593708161134e-18,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Syntrophobacteraceae,0.001240164868375579,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Syntrophobotulaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Syntrophomonadaceae,0.007269739532785405,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Syntrophorhabdaceae,0.0030013881858557854,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Syntrophotaleaceae,1.4782709131878957e-17,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::TA06,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::TTA-B1,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Tannerellaceae,0.0030648860251421173,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Thermaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Thermacetogeniaceae,0.0014554258769384873,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Thermoanaerobaculaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Thermotaleaceae,0.0002157425056771009,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Thermovenabulales,0.00423927108239587,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Thioalkalispiraceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Trueperaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::UCG-010,0.0031646975078805113,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Veillonellaceae,0.010658413841578339,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Vermiphilaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Verrucomicrobiaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Vibrionaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::W27,0.008761346715662257,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::WCHB1-02,0.021217727345871865,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::WCHB1-41,0.0020270851760123155,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::WCHB1-81,3.589154870662272e-18,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::WPS-2,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::WS1,0.0031305236651845187,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::WWE3,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Weeksellaceae,1.4361837508695986e-17,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Williamwhitmaniaceae,0.00656762767341356,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Wohlfahrtiimonadaceae,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Xanthobacteraceae,0.0018348093574952048,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Xanthomonadaceae,0.004458320734269583,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Yersiniaceae,0.00032739082163885314,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Z4MB62,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::Zixibacteria,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::c5LKS83,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::cvE6,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::env.OPS_17,0.0,Bacteria
RandomForest,warning_acid_base_balance,BAC_F::p-251-o5,0.001752287978669721,Bacteria
