target,feature,category,fold,importance,permutation_sd,selected_in_fold,fold_rank,positive_top10,positive_top20
warning_buffer_capacity,substrate_avg_VS,Metadata: substrate,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,substrate_avg_VS,Metadata: substrate,1,,,True,,False,False
warning_ammonia_toxicity,substrate_avg_VS,Metadata: substrate,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,substrate_avg_VS,Metadata: substrate,1,-0.0006911887562042349,0.005899075546841396,True,274.0,False,False
warning_acid_base_balance,substrate_avg_COD,Metadata: substrate,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,substrate_avg_COD,Metadata: substrate,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,substrate_avg_COD,Metadata: substrate,1,,,True,,False,False
warning_ammonia_toxicity,substrate_avg_COD,Metadata: substrate,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,substrate_avg_COD,Metadata: substrate,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,substrate_avg_sCOD,Metadata: substrate,1,0.017579365079365035,0.015311767136214932,True,3.0,True,True
warning_buffer_capacity,substrate_avg_sCOD,Metadata: substrate,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,substrate_avg_sCOD,Metadata: substrate,1,,,True,,False,False
warning_ammonia_toxicity,substrate_avg_sCOD,Metadata: substrate,1,0.12380952380952379,0.14830704639209724,True,2.0,True,True
warning_biogas_quality,substrate_avg_sCOD,Metadata: substrate,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,substrate_avg_TC,Metadata: substrate,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,substrate_avg_TC,Metadata: substrate,1,0.003631576756576757,0.007530656903868871,True,3.0,True,True
warning_acid_accumulation,substrate_avg_TC,Metadata: substrate,1,,,True,,False,False
warning_ammonia_toxicity,substrate_avg_TC,Metadata: substrate,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,substrate_avg_TC,Metadata: substrate,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,substrate_avg_Protein,Metadata: substrate,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,substrate_avg_Protein,Metadata: substrate,1,0.01054466032651186,0.013905978116446067,True,1.0,True,True
warning_acid_accumulation,substrate_avg_Protein,Metadata: substrate,1,,,True,,False,False
warning_ammonia_toxicity,substrate_avg_Protein,Metadata: substrate,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,substrate_avg_Protein,Metadata: substrate,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,substrate_avg_Lipid,Metadata: substrate,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,substrate_avg_Lipid,Metadata: substrate,1,-0.0018749999999999995,0.004579344356656539,True,267.0,False,False
warning_acid_accumulation,substrate_avg_Lipid,Metadata: substrate,1,,,True,,False,False
warning_ammonia_toxicity,substrate_avg_Lipid,Metadata: substrate,1,0.018303571428571426,0.034292868470904625,True,5.0,True,True
warning_biogas_quality,substrate_avg_Lipid,Metadata: substrate,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,substrate_avg_TVFAs,Metadata: substrate,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,substrate_avg_TVFAs,Metadata: substrate,1,-0.005335497835497834,0.01301077703514178,True,271.0,False,False
warning_acid_accumulation,substrate_avg_TVFAs,Metadata: substrate,1,,,True,,False,False
warning_ammonia_toxicity,substrate_avg_TVFAs,Metadata: substrate,1,-0.01904761904761907,0.009771222400811004,True,276.0,False,False
warning_biogas_quality,substrate_avg_TVFAs,Metadata: substrate,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,substrate_avg_HAc,Metadata: substrate,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,substrate_avg_HAc,Metadata: substrate,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,substrate_avg_HAc,Metadata: substrate,1,,,True,,False,False
warning_ammonia_toxicity,substrate_avg_HAc,Metadata: substrate,1,0.015178571428571402,0.05471915215755473,True,6.0,True,True
warning_biogas_quality,substrate_avg_HAc,Metadata: substrate,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,substrate_avg_HPro,Metadata: substrate,1,0.0035714285714285613,0.015255316083742554,True,8.0,True,True
warning_buffer_capacity,substrate_avg_HPro,Metadata: substrate,1,-0.12032004830917875,0.1451273624653123,True,276.0,False,False
warning_acid_accumulation,substrate_avg_HPro,Metadata: substrate,1,,,True,,False,False
warning_ammonia_toxicity,substrate_avg_HPro,Metadata: substrate,1,-0.005952380952380959,0.010577658531412376,True,275.0,False,False
warning_biogas_quality,substrate_avg_HPro,Metadata: substrate,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Abditibacteriota,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Abditibacteriota,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Abditibacteriota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Abditibacteriota,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Abditibacteriota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Acetothermia,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Acetothermia,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Acetothermia,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Acetothermia,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Acetothermia,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Acidobacteriota,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Acidobacteriota,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Acidobacteriota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Acidobacteriota,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Acidobacteriota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Actinobacteriota,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Actinobacteriota,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Actinobacteriota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Actinobacteriota,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Actinobacteriota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Armatimonadota,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Armatimonadota,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Armatimonadota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Armatimonadota,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Armatimonadota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Bacteroidota,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Bacteroidota,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Bacteroidota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Bacteroidota,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Bacteroidota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Bdellovibrionota,Bacteria,1,0.0,0.0,False,141.0,False,False
warning_buffer_capacity,BAC_P::Bdellovibrionota,Bacteria,1,0.0,0.0,False,134.5,False,False
warning_acid_accumulation,BAC_P::Bdellovibrionota,Bacteria,1,,,False,,False,False
warning_ammonia_toxicity,BAC_P::Bdellovibrionota,Bacteria,1,0.0,0.0,False,140.0,False,False
warning_biogas_quality,BAC_P::Bdellovibrionota,Bacteria,1,0.0,0.0,False,138.0,False,False
warning_acid_base_balance,BAC_P::Caldatribacteriota,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Caldatribacteriota,Bacteria,1,-0.0026857864357864338,0.0040114508689813415,True,268.0,False,False
warning_acid_accumulation,BAC_P::Caldatribacteriota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Caldatribacteriota,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Caldatribacteriota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Caldisericota,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Caldisericota,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Caldisericota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Caldisericota,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Caldisericota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Campilobacterota,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Campilobacterota,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Campilobacterota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Campilobacterota,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Campilobacterota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Chloroflexi,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Chloroflexi,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Chloroflexi,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Chloroflexi,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Chloroflexi,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Cloacimonadota,Bacteria,1,-0.0015277777777778084,0.032065351805499825,True,272.0,False,False
warning_buffer_capacity,BAC_P::Cloacimonadota,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Cloacimonadota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Cloacimonadota,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Cloacimonadota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Coprothermobacterota,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Coprothermobacterota,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Coprothermobacterota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Coprothermobacterota,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Coprothermobacterota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Cyanobacteria,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Cyanobacteria,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Cyanobacteria,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Cyanobacteria,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Cyanobacteria,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Deinococcota,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Deinococcota,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Deinococcota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Deinococcota,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Deinococcota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Dependentiae,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Dependentiae,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Dependentiae,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Dependentiae,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Dependentiae,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Desulfobacterota,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Desulfobacterota,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Desulfobacterota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Desulfobacterota,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Desulfobacterota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Elusimicrobiota,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Elusimicrobiota,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Elusimicrobiota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Elusimicrobiota,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Elusimicrobiota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Fermentibacterota,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Fermentibacterota,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Fermentibacterota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Fermentibacterota,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Fermentibacterota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Fibrobacterota,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Fibrobacterota,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Fibrobacterota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Fibrobacterota,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Fibrobacterota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Firmicutes,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Firmicutes,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Firmicutes,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Firmicutes,Bacteria,1,0.16681797369297366,0.1134729126418083,True,1.0,True,True
warning_biogas_quality,BAC_P::Firmicutes,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Fusobacteriota,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Fusobacteriota,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Fusobacteriota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Fusobacteriota,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Fusobacteriota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Halanaerobiaeota,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Halanaerobiaeota,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Halanaerobiaeota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Halanaerobiaeota,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Halanaerobiaeota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Marinimicrobia_(SAR406_clade),Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Marinimicrobia_(SAR406_clade),Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Marinimicrobia_(SAR406_clade),Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Marinimicrobia_(SAR406_clade),Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Marinimicrobia_(SAR406_clade),Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Patescibacteria,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Patescibacteria,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Patescibacteria,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Patescibacteria,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Patescibacteria,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Planctomycetota,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Planctomycetota,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Planctomycetota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Planctomycetota,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Planctomycetota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Proteobacteria,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Proteobacteria,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::Proteobacteria,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Proteobacteria,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Proteobacteria,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Spirochaetota,Bacteria,1,0.13714820138581746,0.07180063858006745,True,1.0,True,True
warning_buffer_capacity,BAC_P::Spirochaetota,Bacteria,1,0.0024454530976270187,0.0070121153067761195,True,4.0,True,True
warning_acid_accumulation,BAC_P::Spirochaetota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Spirochaetota,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Spirochaetota,Bacteria,1,0.006512113617376775,0.0036055337488667375,True,1.0,True,True
warning_acid_base_balance,BAC_P::Synergistota,Bacteria,1,0.0017857142857142655,0.025334909122416028,True,10.0,True,True
warning_buffer_capacity,BAC_P::Synergistota,Bacteria,1,-0.011382575757575753,0.007503054023039994,True,274.0,False,False
warning_acid_accumulation,BAC_P::Synergistota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Synergistota,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Synergistota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Thermotogota,Bacteria,1,0.0030357142857142584,0.05441136992823722,True,9.0,True,True
warning_buffer_capacity,BAC_P::Thermotogota,Bacteria,1,-0.05991063887803018,0.10950493571904786,True,275.0,False,False
warning_acid_accumulation,BAC_P::Thermotogota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Thermotogota,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::Thermotogota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Verrucomicrobiota,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::Verrucomicrobiota,Bacteria,1,-0.0008333333333333324,0.002035264158514016,True,266.0,False,False
warning_acid_accumulation,BAC_P::Verrucomicrobiota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Verrucomicrobiota,Bacteria,1,-0.0008928571428571507,0.02427682094277831,True,273.0,False,False
warning_biogas_quality,BAC_P::Verrucomicrobiota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::WS1,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::WS1,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::WS1,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::WS1,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::WS1,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::unidentified,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_P::unidentified,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_P::unidentified,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::unidentified,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_P::unidentified,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_G::009E01-B-SD-P15,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_G::009E01-B-SD-P15,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_G::009E01-B-SD-P15,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_G::009E01-B-SD-P15,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_G::009E01-B-SD-P15,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_G::113B434,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_G::113B434,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_G::113B434,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_G::113B434,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_G::113B434,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_G::AAP99,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_G::AAP99,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_G::AAP99,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_G::AAP99,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_G::AAP99,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_G::ADurb.Bin063-1,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_G::ADurb.Bin063-1,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_G::ADurb.Bin063-1,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_G::ADurb.Bin063-1,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_G::ADurb.Bin063-1,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_G::ADurb.Bin120,Bacteria,1,0.0,0.0,True,141.0,False,False
warning_buffer_capacity,BAC_G::ADurb.Bin120,Bacteria,1,0.0,0.0,True,134.5,False,False
warning_acid_accumulation,BAC_G::ADurb.Bin120,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_G::ADurb.Bin120,Bacteria,1,0.0,0.0,True,140.0,False,False
warning_biogas_quality,BAC_G::ADurb.Bin120,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_G::AKYH767,Bacteria,1,0.0,0.0,False,141.0,False,False
warning_buffer_capacity,BAC_G::AKYH767,Bacteria,1,0.0,0.0,False,134.5,False,False
warning_acid_accumulation,BAC_G::AKYH767,Bacteria,1,,,False,,False,False
warning_ammonia_toxicity,BAC_G::AKYH767,Bacteria,1,0.0,0.0,False,140.0,False,False
warning_biogas_quality,BAC_G::AKYH767,Bacteria,1,0.0,0.0,False,138.0,False,False
