Model,target,feature,importance,domain,taxonomic_level
RandomForest,warning_acid_base_balance,BAC_C::Clostridia,0.0202392378203704,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Coprothermobacteria,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Coriobacteriia,0.0021343508658688,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::D8A-2,0.005707214281008,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Deinococci,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Desulfitobacteriia,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Desulfobulbia,0.0012417854254924,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Desulfotomaculia,0.0083071277066456,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Desulfovibrionia,0.0047219959188196,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Desulfuromonadia,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Dethiobacteria,0.0195101711599592,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Endomicrobia,1.3407014112867945e-18,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Fermentibacteria,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Fibrobacteria,0.0028469377168163,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Fimbriimonadia,1.7351493619965857e-17,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Fusobacteriia,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Gammaproteobacteria,0.0068079144767833,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Gemmatimonadetes,7.494047581380793e-18,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Gracilibacteria,0.0051268862211882,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Halanaerobiia,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Holophagae,0.0006127233978039,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Hydrogenedentia,0.0125818094090312,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Hydrothermae,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Ignavibacteria,1.0860147582826077e-17,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Incertae_Sedis,0.0133005703360714,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::JS1,0.0045500237144217,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Kapabacteria,0.0021879931066194,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Kiritimatiellae,0.0076550165053044,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Lentisphaeria,0.0012731804274552,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Leptospirae,0.0251954208028493,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Limnochordia,0.0250130819605133,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::MVP-15,0.0107260900853277,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Marinimicrobia_(SAR406_clade),0.0015236409166188,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Microgenomatia,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Moorellia,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Myxococcia,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::NKB15,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Negativicutes,0.0036569707964643,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Nitrospiria,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::OLB14,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Oligoflexia,0.0063473140904497,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Omnitrophia,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Parcubacteria,9.549906357039246e-18,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Phycisphaerae,0.0011280530809781,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Pla3_lineage,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Planctomycetes,0.0308888326105442,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Polyangia,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::RBG-16-55-12,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::SJA-28,0.0133280243323464,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Saccharimonadia,1.6910380851842304e-18,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Spirochaetia,0.0698689334213536,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Sumerlaeia,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Sva0485,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Symbiobacteriia,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Synergistia,0.0133078160949622,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Syntrophia,0.0081324749942352,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Syntrophobacteria,3.9628623372695167e-17,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Syntrophomonadia,0.0047545433745089,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Syntrophorhabdia,0.0131950531941878,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::TA06,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Thermacetogenia,0.0188638597785906,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Thermoanaerobacteria,0.0008686743873012,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Thermoanaerobaculia,0.0016138367514072,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Thermoleophilia,0.0105380442658717,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Thermotogae,0.0309943848591068,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Thermovenabulia,0.0060537987063683,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Vampirivibrionia,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Verrucomicrobiae,0.046764549016096,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Vicinamibacteria,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::WCHB1-81,0.0008887987514551,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::WPS-2,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::WS1,0.0085100750174934,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::WWE3,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::Zixibacteria,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::c5LKS83,0.0,Bacteria,Class
RandomForest,warning_acid_base_balance,BAC_C::unidentified,0.0725151966253444,Bacteria,Class
RandomForest,warning_acid_base_balance,ARC_C::Actinopterygii,0.0,Archaea,Class
RandomForest,warning_acid_base_balance,ARC_C::Aenigmarchaeia,0.0,Archaea,Class
RandomForest,warning_acid_base_balance,ARC_C::Bathyarchaeia,0.0036913091071071,Archaea,Class
RandomForest,warning_acid_base_balance,ARC_C::Bivalvia,0.0,Archaea,Class
RandomForest,warning_acid_base_balance,ARC_C::Ichthyosporea,0.0,Archaea,Class
RandomForest,warning_acid_base_balance,ARC_C::Lokiarchaeia,0.0,Archaea,Class
RandomForest,warning_acid_base_balance,ARC_C::Methanomethylicia,9.7597978821257e-18,Archaea,Class
RandomForest,warning_acid_base_balance,ARC_C::Methanomicrobia,0.0875825779214005,Archaea,Class
RandomForest,warning_acid_base_balance,ARC_C::Methanosarcinia,0.0718720541252767,Archaea,Class
RandomForest,warning_acid_base_balance,ARC_C::Micrarchaeia,0.0,Archaea,Class
RandomForest,warning_acid_base_balance,ARC_C::Nanoarchaeia,0.0299144339340378,Archaea,Class
RandomForest,warning_acid_base_balance,ARC_C::Nitrososphaeria,0.0,Archaea,Class
RandomForest,warning_acid_base_balance,ARC_C::Thermococci,0.026375973561411,Archaea,Class
RandomForest,warning_acid_base_balance,ARC_C::Thermoplasmata,0.0152569296790881,Archaea,Class
RandomForest,warning_acid_base_balance,ARC_C::unidentified,0.0278641735205179,Archaea,Class
RandomForest,warning_buffer_capacity,BAC_C::ABY1,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Acetothermiia,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Acidimicrobiia,0.0122134592425497,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Acidobacteriae,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Actinobacteria,0.0238212706487203,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Alphaproteobacteria,0.0460393200105828,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Aminicenantia,0.006199713504099,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Anaerolineae,0.0094587729726426,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::BRH-c20a,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Babeliae,0.0008815139088346,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Bacilli,0.0297040423294877,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Bacteroidia,0.0193480514495324,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Bdellovibrionia,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Blastocatellia,0.0074054491187147,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Brachyspirae,0.0045794442687216,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::CK-2C2-2,0.0043843441646575,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Caldatribacteriia,0.0577755483143406,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Caldisericia,0.0074746371328774,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Campylobacteria,0.000826162342788,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Chlamydiae,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Chthonomonadetes,0.0190560946157847,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Cloacimonadia,0.0165280190925826,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Clostridia,0.0305046433306735,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Coprothermobacteria,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Coriobacteriia,0.0103302148940132,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::D8A-2,0.0243903307254164,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Deinococci,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Desulfitobacteriia,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Desulfobulbia,0.0014120842639865,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Desulfotomaculia,0.0060086613287255,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Desulfovibrionia,0.0072007186642907,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Desulfuromonadia,0.0020680153747515,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Dethiobacteria,0.0279691293401545,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Endomicrobia,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Fermentibacteria,0.0008125923810168,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Fibrobacteria,0.0079922262491552,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Fimbriimonadia,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Fusobacteriia,0.0009709848466197,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Gammaproteobacteria,0.011329874179333,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Gemmatimonadetes,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Gracilibacteria,0.0007984150949479,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Halanaerobiia,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Holophagae,0.0033852102036999,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Hydrogenedentia,0.0065140871895931,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Hydrothermae,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Ignavibacteria,0.0040752916104192,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Incertae_Sedis,0.0304973111353376,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::JS1,0.03609434790038,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Kapabacteria,0.0025746354394067,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Kiritimatiellae,0.054451664635301,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Lentisphaeria,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Leptospirae,0.0083369050989015,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Limnochordia,0.0252843057000436,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::MVP-15,0.0034738813946989,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Marinimicrobia_(SAR406_clade),0.028045376541542,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Microgenomatia,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Moorellia,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Myxococcia,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::NKB15,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Negativicutes,0.0308626526564501,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Nitrospiria,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::OLB14,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Oligoflexia,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Omnitrophia,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Parcubacteria,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Phycisphaerae,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Pla3_lineage,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Planctomycetes,0.007036823419503,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Polyangia,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::RBG-16-55-12,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::SJA-28,0.0104119977082854,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Saccharimonadia,0.0009323701410388,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Spirochaetia,0.0683887886868822,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Sumerlaeia,0.0005680736811403,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Sva0485,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Symbiobacteriia,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Synergistia,0.0301347697844431,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Syntrophia,0.0064381110329666,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Syntrophobacteria,0.0012311591350318,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Syntrophomonadia,0.0132804319249657,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Syntrophorhabdia,0.0049243943611426,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::TA06,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Thermacetogenia,0.0017949085766505,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Thermoanaerobacteria,0.0033570101185766,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Thermoanaerobaculia,0.0024603501427459,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Thermoleophilia,0.0020201451222841,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Thermotogae,0.0420361280656719,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Thermovenabulia,0.0023347040647381,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Vampirivibrionia,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Verrucomicrobiae,0.0070268107061704,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Vicinamibacteria,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::WCHB1-81,0.0012820139030523,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::WPS-2,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::WS1,0.0037562511091725,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::WWE3,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::Zixibacteria,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::c5LKS83,0.0,Bacteria,Class
RandomForest,warning_buffer_capacity,BAC_C::unidentified,0.0164614080698241,Bacteria,Class
RandomForest,warning_buffer_capacity,ARC_C::Actinopterygii,0.0,Archaea,Class
RandomForest,warning_buffer_capacity,ARC_C::Aenigmarchaeia,0.0,Archaea,Class
RandomForest,warning_buffer_capacity,ARC_C::Bathyarchaeia,0.0032454612654276,Archaea,Class
RandomForest,warning_buffer_capacity,ARC_C::Bivalvia,0.0,Archaea,Class
RandomForest,warning_buffer_capacity,ARC_C::Ichthyosporea,0.0,Archaea,Class
RandomForest,warning_buffer_capacity,ARC_C::Lokiarchaeia,0.0,Archaea,Class
RandomForest,warning_buffer_capacity,ARC_C::Methanomethylicia,0.0108163415783325,Archaea,Class
RandomForest,warning_buffer_capacity,ARC_C::Methanomicrobia,0.021395394652563,Archaea,Class
RandomForest,warning_buffer_capacity,ARC_C::Methanosarcinia,0.0275925120848858,Archaea,Class
RandomForest,warning_buffer_capacity,ARC_C::Micrarchaeia,1.1795447230836077e-17,Archaea,Class
RandomForest,warning_buffer_capacity,ARC_C::Nanoarchaeia,0.0029013962825828,Archaea,Class
RandomForest,warning_buffer_capacity,ARC_C::Nitrososphaeria,0.0,Archaea,Class
RandomForest,warning_buffer_capacity,ARC_C::Thermococci,0.0098959904691898,Archaea,Class
RandomForest,warning_buffer_capacity,ARC_C::Thermoplasmata,0.051589057737865,Archaea,Class
RandomForest,warning_buffer_capacity,ARC_C::unidentified,0.01560779287909,Archaea,Class
RandomForest,warning_acid_accumulation,BAC_C::ABY1,0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Acetothermiia,0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Acidimicrobiia,0.0057282228466819,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Acidobacteriae,1.8165867606569345e-17,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Actinobacteria,0.0045962985910473,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Alphaproteobacteria,0.0244010863748971,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Aminicenantia,0.002599278432595,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Anaerolineae,0.0516230565999485,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::BRH-c20a,0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Babeliae,1.6833570579980853e-17,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Bacilli,0.061267439786037,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Bacteroidia,0.1280470445582416,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Bdellovibrionia,0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Blastocatellia,0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Brachyspirae,1.5187038518148193e-17,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::CK-2C2-2,0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Caldatribacteriia,0.0267793306559699,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Caldisericia,0.0030677618313536,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Campylobacteria,2.4081683056320657e-17,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Chlamydiae,0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Chthonomonadetes,1.046801708617562e-17,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Cloacimonadia,0.0723083684617128,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Clostridia,0.0163600627735809,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Coprothermobacteria,0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Coriobacteriia,0.0030436062674987,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::D8A-2,0.0192148251756964,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Deinococci,0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Desulfitobacteriia,0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Desulfobulbia,0.0014557574926146,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Desulfotomaculia,0.0195671354166616,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Desulfovibrionia,0.0011243525134146,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Desulfuromonadia,0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Dethiobacteria,0.0053723179111846,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Endomicrobia,0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Fermentibacteria,0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Fibrobacteria,4.2017368773771826e-17,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Fimbriimonadia,0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Fusobacteriia,2.3455600803395578e-17,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Gammaproteobacteria,0.0236685037632425,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Gemmatimonadetes,3.6372824679613465e-17,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Gracilibacteria,0.0042084562617566,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Halanaerobiia,0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Holophagae,1.1295242685249514e-17,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Hydrogenedentia,0.0051480358968082,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Hydrothermae,0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Ignavibacteria,0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Incertae_Sedis,0.0301859781785244,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::JS1,0.0154249001938154,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Kapabacteria,0.004049801361706,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Kiritimatiellae,0.011394277065683,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Lentisphaeria,3.78142914833204e-06,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Leptospirae,0.0067926910147599,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Limnochordia,0.0133888258122605,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::MVP-15,0.0012375605189347,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Marinimicrobia_(SAR406_clade),0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Microgenomatia,0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Moorellia,0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Myxococcia,0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::NKB15,0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Negativicutes,0.0234592862715235,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Nitrospiria,6.5498142829334174e-18,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::OLB14,0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Oligoflexia,5.5742669319003255e-18,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Omnitrophia,0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Parcubacteria,1.2540354404829565e-17,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Phycisphaerae,0.0,Bacteria,Class
RandomForest,warning_acid_accumulation,BAC_C::Pla3_lineage,0.0,Bacteria,Class
