SampleID,Aenigmarchaeales,Bathyarchaeia,Candidatus_Iainarchaeum,Candidatus_Methanofastidiosum,Candidatus_Methanogranum,Candidatus_Methanomethylicus,Candidatus_Methanomethylophilus,Candidatus_Methanoplasma,Candidatus_Nitrocosmicus,Hadarchaeales,LKM11,Lokiarchaeia,Marine_Benthic_Group_D_and_DHVEG-1,Methanimicrococcus,Methanocalculus,Methanocorpusculum,Methanoculleus,Methanofollis,Methanogenium,Methanohalophilus,Methanolacinia,Methanolinea,Methanolobus,Methanomassiliicoccus,Methanomethylovorans,Methanomicrobium,Methanoregula,Methanosaeta,Methanosarcina,Methanosphaerula,Methanospirillum,Micrarchaeales,Nitrososphaeraceae,Odinarchaeia,Rhinosporideacae,RumEn_M2,SCGC_AAA011-D5,Teleostei,Unclassified,Veneroida,Woesearchaeales,acid_accumulation,acid_base_balance,ammonia_toxicity,biogas_quality,buffer_capacity
1-18,0.0,0.01138532860649032,0.0,0.045677665666757565,0.0007499318243796018,0.0,0.0,0.002386146713935097,0.05835833106081265,0.0,0.0,0.0,0.0,0.0,0.0,0.005931278974638669,0.024065994000545404,0.0,0.0006817562039814562,0.0,0.0,0.001977092991546223,0.0,0.002727024815925825,0.0014998636487592036,0.0,0.0,0.5910144532315245,0.0011589855467684755,0.03524679574584129,0.18134715025906736,0.0,0.0,0.0,0.0,0.0,0.0003408781019907281,0.0,0.03545132260703572,0.0,0.0,0,0,0,0,0
1-19,0.0,0.0,0.0,0.0011052875530359752,0.0,0.0,0.0,0.04250008913609299,0.0,0.0,0.0,0.0,0.0,0.0008200520554783043,0.0,0.0,0.8313188576318323,0.0,0.0,0.0,0.0,0.0009626698042571398,0.0,0.0012479053018148109,0.0,0.0,0.0,0.00445680464933861,0.0011409419902306843,0.0,0.0020679573572931153,0.0,0.0,0.0,0.0,0.04652904053909509,0.0,0.0,0.067850393981531,0.0,0.0,0,0,0,0,0
1-2,0.0,0.001930916112422227,0.0,0.09490095115497389,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010727311735679038,0.0,0.0,0.0,0.0,0.3849674604877351,0.0,0.006793964099263391,0.01351641278695559,0.0,0.0,0.40098691267968245,0.0005721232925695488,0.0022169777587070015,0.05449474361724952,0.0,0.0,0.0,0.0,0.0,0.011227919616677394,0.0,0.017235214188657654,0.0,0.00042909246942716153,0,0,0,0,0
1-20,0.0,9.095043201455206e-05,0.0,0.0047748976807639835,0.0,0.0,0.0,0.004411095952705776,0.0,0.0,0.0,0.0,0.0,0.00045475216007276033,0.0,0.0,0.5321509777171441,0.0,0.0,0.0,0.0,0.001136880400181901,0.0,0.01296043656207367,0.0,0.0,0.0,0.38922237380627556,0.0010004547521600727,0.0,0.009231468849477035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04456571168713051,0.0,0.0,0,1,1,0,0
1-21,0.0,0.004328198445571741,0.0,0.23483967049844093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00046539768231954206,0.0033043235444687484,0.0,0.0,0.0,0.0,0.21589798482803554,0.0,0.009354493414622795,0.0007911760599432215,4.65397682319542e-05,0.0014892725834225345,0.3903290361613999,0.0014427328151905804,0.0053986131149066875,0.09894354726113463,0.0,0.0,0.0,0.0,0.0,0.00027923860939172524,0.0,0.03308977521291944,0.0,0.0,0,0,0,0,0
1-22,0.0,0.005107733505244105,0.0,0.002603456398304034,0.013091666460043143,0.0,0.0,0.014678535121866555,4.9589645681981605e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00711611415536436,0.0,0.0,0.0,0.0,0.0007934343309117057,0.0,0.0,0.0008182291537526964,0.0,0.0,0.1469093253328705,0.0490441595794798,0.0,0.7124544395130297,0.0022811237013711538,0.0,0.0,0.0,0.012546180357541346,9.917929136396321e-05,0.0,0.03240683345317498,0.0,0.0,0,0,1,0,0
1-23,0.0,0.004223425138302302,0.0,0.1841651299744215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07304740943429897,0.0,0.0,0.0,0.0,0.03491761346737255,0.0,0.012194396526084112,0.01409791208137529,0.0,0.0008327880554398905,0.22312771399678782,0.0030932127773481647,0.009160668609838796,0.39182678008446853,0.0,0.0,0.0,0.0,0.0,0.005472607221462138,0.0,0.043840342632799956,0.0,0.0,0,0,0,0,0
1-24,0.0,0.0010956175298804782,0.0,0.10946215139442231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0061752988047808766,0.0,0.0,0.0,0.0,0.39741035856573703,0.0,0.005378486055776893,0.0,0.0,0.0036852589641434264,0.275199203187251,0.002390438247011952,0.004681274900398406,0.14661354581673305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04731075697211155,0.0,0.000597609561752988,0,0,0,0,0
1-25,0.0,0.0,0.0,0.179805942995755,0.0,0.0,0.0,0.0,0.00012128562765312311,0.0,0.0,0.0,0.0,0.0,0.0,0.009581564584596726,0.00855063674954518,0.0,0.0,0.0,0.0,0.6303214069132808,0.0,0.031170406306852638,0.0015160703456640388,0.0,0.0,0.0724075197089145,0.0015767131594906004,0.001091570648878108,0.02031534263189812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04354154032747119,0.0,0.0,0,0,0,0,0
1-26,0.0,0.0,0.0,0.004075504075504076,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1668811668811669,0.0,0.0,0.0,0.0,0.012012012012012012,0.0,0.010296010296010296,0.0,0.0,0.0,0.03088803088803089,0.25975975975975973,0.004933504933504933,0.4517374517374517,0.0,0.007293007293007293,0.0,0.0,0.0,0.0,0.0,0.052123552123552123,0.0,0.0,0,0,0,0,0
1-27,0.0,0.0,0.0,0.014314928425357873,0.0,0.0,0.0,0.03016359918200409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8231083844580777,0.0,0.0,0.0,0.0,0.018916155419222903,0.0,0.0,0.0,0.0,0.0,0.018916155419222903,0.0,0.0,0.02044989775051125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07413087934560328,0.0,0.0,0,0,1,0,0
1-28,0.0,0.001986462625073573,0.0,0.033402001177163035,0.008828722778104767,0.0,0.0,0.030459093584461448,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2771483225426722,0.0,0.0012507357268981753,0.0,0.0,0.0031636256621542084,0.0,0.001618599175985874,0.0074308416715715125,0.0,0.0,0.36970276633313714,0.005591524426133019,0.0,0.2040906415538552,0.0011771630370806356,0.0,0.0,0.0,0.0013978811065332548,0.00044143613890523835,0.0,0.05231018246027075,0.0,0.0,0,1,1,0,0
1-29,0.0,0.005293647622852577,0.0,0.199460647223332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004594486616060727,0.019476628046344386,0.0,0.0,0.0,0.0,0.35906911705952854,0.0006991610067918498,0.008789452656811825,0.007091490211745905,0.0,0.0014982021574111066,0.18487814622453055,0.0015980823012385138,0.001797842588893328,0.16250499400719137,0.0,0.0,0.0,0.0,0.0,0.0064922093487814626,0.0,0.036755892928485814,0.0,0.0,0,0,0,0,0
1-3,0.0,0.006626650660264106,0.0,0.21418967587034815,0.0,0.0,0.0,0.002376950780312125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005762304921968788,0.018967587034813927,0.0,0.0,0.0,0.0,0.07217286914765907,0.0,0.0030732292917166866,0.001872749099639856,0.0,0.00026410564225690276,0.3460984393757503,0.002665066026410564,0.010900360144057623,0.0837454981992797,0.0,0.0,0.0,0.0,0.0,0.003481392557022809,0.0,0.2329891956782713,0.0,0.0,0,0,0,0,0
1-30,0.0,0.0009548058561425843,0.0,0.25549013367281986,0.0,0.0,0.0,0.0,0.0,0.0,0.001591343093570974,0.0,0.0,0.0,0.0,0.0,0.00612667091024825,0.0,0.0,0.0,0.0,0.3629057924888606,0.0,0.03739656269891789,0.0011139401654996818,0.0,0.003182686187141948,0.15125716104392106,0.0058084022915340545,0.0034213876511775937,0.0792488860598345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.091502227880331,0.0,0.0,0,0,0,0,0
1-31,0.0,0.00045483259633607076,0.0,0.0012381554011370816,0.0,0.0,0.0,0.00022741629816803538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00030322173089071384,0.1151737207833228,0.0,0.0,0.0,0.0,0.00197094125078964,0.0,0.010789639924194567,0.00012634238787113077,0.0,0.0,0.01084017687934302,0.806140240050537,0.0,0.008692356285533796,0.0,0.0,0.0,0.0,7.580543272267846e-05,0.0036891977258370185,0.0,0.04,0.0,0.0002779532533164877,0,0,1,0,0
1-32,0.0,0.00631911532385466,0.0,0.16065547433528798,0.0,0.00024098321150293196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0001338795619460733,0.018769914584839478,0.0,0.0,0.0,0.0,0.2034701582456422,0.0,0.0556938977695665,0.001097812407957801,0.0,0.003882507296436126,0.1707232173936327,0.0031327817495381154,0.0040163868583822,0.3356360617988058,0.0,0.0,0.0,0.0,0.0,0.0008568291964548692,0.0,0.035129997054649635,0.0,0.00024098321150293196,0,0,0,0,0
1-33,0.0,0.008948639848755383,0.0,0.1498372019745825,0.0,0.002961873752757063,0.0,0.0,0.0002520743619367713,6.301859048419283e-05,0.0,0.0002520743619367713,0.0,0.0,8.402478731225712e-05,0.025396491965129712,0.0031929419178657703,0.00021006196828064278,0.0,0.0,0.0,0.26112803276966706,0.0,0.0057556979308896125,0.0013443965969961139,0.0,0.0024997374225396492,0.16481462031299232,0.0016174771557609495,0.001428421384308371,0.021657388929734272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0985610755172776,0.0,0.24999474845079298,0,0,0,0,0
1-34,0.0,0.0,0.0,0.10828126235861742,0.0,0.0,0.0,0.0030847109072213875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.16780036383769675,0.0,0.0,0.0,0.0,0.0014632603021434785,0.0,0.004231590603496006,0.0030056157557541725,0.0,0.0,0.5523609902712964,0.0018587360594795538,0.0,0.13782330143162225,0.0,0.0,0.0,0.0,0.0,0.0013841651506762635,0.0,0.018706003321996362,0.0,0.0,0,0,0,0,0
1-3b,0.0,0.006520653937351803,0.0,0.3016972419817796,0.0,0.0,0.0,0.00015599650567827282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00012479720454261825,0.014008486209908898,0.0,0.0,0.0,0.0,0.17615125421190567,0.0,0.007363035068014476,0.001341569948833146,0.0,0.0,0.3014476475726944,0.00212155247722451,0.011793335829277425,0.14130163484337951,0.0,0.0,0.0,0.0,0.0,0.0033695245226506927,0.0,0.032603269686759015,0.0,0.0,0,0,0,0,0
1-4,0.0,0.005004504053648284,0.0,0.21259133219897908,0.0,0.0005004504053648283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033329996997297565,0.0,0.0,0.0,0.0,0.04754278850965869,0.0,0.03553197878090281,0.012110899809828846,0.0,0.01040936843158843,0.3649284355920328,0.0028025222700430387,0.008707837053348013,0.20928835952357122,0.000300270243218897,0.0,0.0,0.0,0.0,0.0067060354318887,0.0,0.050245220698628766,0.0,0.0,0,0,0,0,0
1-5,0.0,0.007669743534540758,0.0,0.28474932048763424,0.0,0.0003229365698754003,0.0,0.00016146828493770015,0.0004574934739901504,0.0,0.0,0.0,0.0,0.0,0.0,0.00024220242740655024,0.013159665222422562,0.0,0.0,0.0,0.0,0.13442234721063537,0.0,0.018488118625366666,0.013348044888183213,0.0,0.007562098011248957,0.27040555450900183,0.004790225786485105,0.01173336203880621,0.16547808068031972,0.005732124115288355,0.0,0.0,0.0,0.0,0.008019591485239107,0.0,0.0529346860787427,0.0,0.0003229365698754003,0,0,0,0,0
1-6,0.0,0.003783246713543259,0.0,0.22894374808926934,0.0007642922653622745,0.00011464383980434117,0.0,0.002942525221644757,0.0038978905533476,0.0,0.0,0.0,0.0,0.0,0.0,0.0035539590339345767,0.41906144909813514,0.0,0.0014521553041883216,0.0,0.0,0.0014903699174564353,0.0,0.007184347294405381,0.0024457352491592784,0.0,0.002369306022623051,0.16218281870987467,0.006687557321919902,0.0022928767960868237,0.09546010394374808,0.0011082237847752981,0.0,0.0,0.0,0.0013757260776520942,0.002636808315499847,0.0,0.05025221644756955,0.0,0.0,0,0,1,0,0
1-7,0.0,0.003996046017624666,0.0,0.1482322754327297,0.0,0.004353586977096347,0.0,0.0,0.0,0.0,0.0,0.0007361137400887543,0.0,0.0,0.0,0.0003154773171808947,0.0026920731066103014,0.0,0.0,0.0,0.0,0.09094159463267924,0.0,0.028413990367425916,0.0038277914484615224,0.0,0.18623677624245483,0.36265169201001113,0.0008623046669611121,0.005405178034365995,0.04860453866700318,0.0,0.0,8.412728458157192e-05,0.0,0.0,0.02624771278945044,0.0,0.08534713020800472,0.0,0.001051591057269649,0,0,0,0,0
1-8,0.0,0.0053244660233786895,0.00010200126481568372,0.13682449662375815,0.0,0.0027540341500234605,0.0,0.0,0.00020400252963136744,0.0,0.00012240151777882045,0.0,0.0,0.0,0.0,0.0,0.002284828331871315,0.0,0.0,0.0,0.0,0.25459515697994656,0.0,0.03739366368142965,0.0032844407270650154,0.0,0.023072686101307655,0.2049409412676717,0.002856035414839144,0.0024888308615026826,0.27381219527122136,4.0800505926273486e-05,0.0,0.0,0.0,0.0,0.001020012648156837,0.0,0.048266998510781534,0.0,0.0006120075888941022,0,0,0,0,0
1-9,0.0,0.0006969551770701747,0.0,0.0014374700527072352,0.0,0.0,0.0,0.011064163435989023,0.0,0.0,0.0,0.0,0.0,0.2029010759245546,0.0,0.0,0.7005706320512262,0.0,0.0,0.0,0.0,0.000522716382802631,0.0,0.017685237618155682,0.00030491788996820144,0.0,0.0,0.004530208650956135,0.0029184998039813565,0.0,0.002047305832643638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055320817179945116,0.0,0.0,0,1,1,0,0
2-1,0.0,0.0,0.0,0.006743467266085979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.846586119696544,0.0,0.0,0.0,0.0,0.0,0.0,0.017420623770722114,0.001826355717898286,0.0,0.0,0.0,0.06771565046361337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05970778308513627,0.0,0.0,0,1,1,0,0
2-10,0.0,0.0,0.0,0.361995034980817,0.0,0.001579778830963665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002708192281651997,0.0,0.0,0.0,0.0,0.038817422703678627,0.0,0.0349808169713383,0.005754908598510494,0.0,0.03938162942902279,0.2600993003836606,0.02414804784473031,0.003610923042202663,0.16079891672308733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06612502821033626,0.0,0.0,0,0,0,0,1
2-11,0.0,0.0,0.0,0.20160027830927119,0.0,0.07288224038963298,0.0,0.0,0.01287180379196382,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18925030440076535,0.0,0.025569664289441643,0.015480953209253783,0.0,0.0,0.3153591929031136,0.0,0.0,0.14019829535571404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.026787267350843625,0.0,0.0,0,0,0,0,0
2-12,0.0,0.0006019744762822056,0.0,0.0016855285335901757,0.0016855285335901757,0.0,0.0,0.014688177221285818,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012641464001926318,0.0004815795810257645,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8112208042379003,0.019865157717312787,0.0,0.10522513845412955,0.008909222248976643,0.0,0.0,0.0,0.0,0.0,0.0,0.022995424993980256,0.0,0.0,0,0,1,0,0
2-13,0.0,0.009297520661157025,0.0,0.16714876033057852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012190082644628099,0.0,0.0,0.0,0.0,0.06549586776859505,0.0,0.02066115702479339,0.015082644628099174,0.0,0.0,0.3630165289256198,0.0,0.0,0.33987603305785125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007231404958677686,0.0,0.0,0,0,0,0,0
2-14,0.0,0.0,0.0,0.0024531668153434435,0.0,0.0,0.0,0.11786351471900089,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.815677966101695,0.0,0.0,0.0,0.0,0.0,0.0,0.050958965209634256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00211864406779661,0.0,0.0,0.010927743086529884,0.0,0.0,0,0,1,0,0
2-15,0.0,0.0062658763759525825,0.0,0.2403048264182896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006943268416596105,0.0,0.0,0.0,0.0,0.0829805249788315,0.0,0.026079593564775613,0.0,0.0,0.0,0.2733276883996613,0.0,0.015580016934801016,0.2570702794242168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09144792548687553,0.0,0.0,0,0,0,0,0
2-16,0.0,0.0015860428231562252,0.0,0.002973830293417922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12341395717684378,0.0,0.006046788263283109,0.0013877874702616971,0.0,0.0,0.7472244250594766,0.0,0.0,0.10041633624107851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016950832672482156,0.0,0.0,0,0,0,0,0
2-17,0.0,0.0,0.0,0.25441361916771754,0.0011034047919293822,0.0,0.0,0.010245901639344262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020491803278688526,0.008354350567465321,0.0,0.0,0.0,0.0,0.0,0.0,0.0020491803278688526,0.0031525851197982345,0.0,0.0,0.41629886506935687,0.0,0.03546658259773014,0.23344892812105927,0.0,0.0,0.0,0.0,0.00819672131147541,0.0,0.0,0.025220680958385876,0.0,0.0,0,0,0,0,0
2-18,0.0,0.025206721792477994,0.0,0.1911176313683649,0.0,0.0,0.0,0.0,0.011469725260069352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04494531875166711,0.0,0.0,0.0,0.0,0.0,0.0,0.014537209922646038,0.0032008535609495867,0.0,0.0,0.3215524139770605,0.0,0.06068284875966924,0.2796745798879701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476126967191251,0.0,0.0,0,0,0,0,0
2-19,0.0,0.0,0.0,0.0044964028776978415,0.0,0.0,0.0,0.23246402877697842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6348920863309353,0.0,0.0,0.0,0.0,0.0,0.0,0.0020983213429256594,0.0,0.0,0.0,0.011840527577937649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08872901678657075,0.0,0.0,0.025479616306954438,0.0,0.0,0,1,0,0,0
2-2,0.0,0.0,0.0,0.1267789528659094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.004178091134612874,0.0,0.0,0.0,0.0,0.34939287113200157,0.0,0.009139574356965661,0.03316359838098969,0.0,0.0,0.37655046350698523,0.0,0.017756887322104713,0.06097401749575663,0.0,0.0,0.0,0.0,0.0,0.017887452670061366,0.0,0.004178091134612874,0.0,0.0,0,0,0,0,0
2-20,0.0,0.0,0.0,0.0031718569780853517,0.0,0.0,0.0,0.027825836216839678,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5596885813148789,0.0,0.0,0.0,0.0,0.0,0.0,0.03445790080738178,0.0,0.0,0.0,0.15542099192618225,0.09429065743944637,0.0,0.06185121107266436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06329296424452134,0.0,0.0,0,1,1,0,0
2-21,0.0,0.0047952431188261245,0.0,0.24781816438093413,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.59048623765225e-05,0.0,0.0,0.0,0.0,0.0,0.2485854032799463,0.0,0.011988107797065311,0.0018221923851539272,0.0,0.0,0.3754675362040856,0.0,0.017454684952527093,0.06876378632396662,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02320897669511844,0.0,0.0,0,0,0,0,0
2-22,0.0,0.0,0.0,0.08396101019051838,0.010412051395657953,0.0,0.0,0.011962782454585734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41592822330527246,0.002658396101019052,0.0,0.3377270713336287,0.0,0.0,0.0,0.0,0.004430660168365086,0.0,0.0,0.1329198050509526,0.0,0.0,0,0,0,1,0
2-23,0.0,0.0,0.0,0.206375705540981,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0729787741473885,0.0,0.0,0.0,0.0,0.03974878766197631,0.0,0.011368153271325225,0.00882423086095874,0.0,0.0,0.3686302567771683,0.014945544160903093,0.0,0.2578901343509023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019238413228396534,0.0,0.0,0,0,0,0,0
2-24,0.0,0.0,0.0,0.15819471908805396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024427125741537745,0.0,0.0,0.0,0.0,0.2632313597766663,0.0,0.010236128882168198,0.0,0.0,0.0,0.34988949633593114,0.0,0.005234384087472374,0.16156798883331394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049203210422240316,0.0,0.0,0,0,0,0,0
