SampleID,Aenigmarchaeales,Bathyarchaeia,Hadarchaeales,Iainarchaeales,LKM11,Lokiarchaeia,Marine_Benthic_Group_D_and_DHVEG-1,Methanocorpusculaceae,Methanofastidiosaceae,Methanomassiliicoccaceae,Methanomethyliaceae,Methanomethylophilaceae,Methanomicrobiaceae,Methanomicrobiales,Methanoregulaceae,Methanosaetaceae,Methanosarcinaceae,Methanospirillaceae,Micrarchaeales,Nitrososphaeraceae,Odinarchaeia,Rhinosporideacae,SCGC_AAA011-D5,Teleostei,Unclassified,Veneroida,Woesearchaeales,acid_accumulation,acid_base_balance,ammonia_toxicity,biogas_quality,buffer_capacity
1-4,0.0,0.005004504053648284,0.0,0.0,0.0,0.0,0.0,0.0,0.21259133219897908,0.05254729256330697,0.0005004504053648283,0.0,0.0335301771594435,0.0099089180262236,0.06716044439995997,0.3649284355920328,0.015113602242017816,0.20928835952357122,0.000300270243218897,0.0,0.0,0.0,0.0067060354318887,0.0,0.02242017816034431,0.0,0.0,0,0,0,0,0
1-5,0.0,0.007669743534540758,0.0,0.0,0.0,0.0,0.0,0.00024220242740655024,0.28474932048763424,0.029629430286067977,0.0003229365698754003,0.00016146828493770015,0.013159665222422562,0.01044161575930461,0.1548749966360774,0.27040555450900183,0.01829973895960602,0.16547808068031972,0.005732124115288355,0.0004574934739901504,0.0,0.0,0.008019591485239107,0.0,0.030033100998412228,0.0,0.0003229365698754003,0,0,0,0,0
1-6,0.0,0.003783246713543259,0.0,0.0,0.0,0.0,0.0,0.0035539590339345767,0.22894374808926934,0.008865790278202385,0.00011464383980434117,0.0059996942830938555,0.42051360440232344,0.001681442983797004,0.006228981962702537,0.16218281870987467,0.009209721797615408,0.09546010394374808,0.0011082237847752981,0.0038978905533476,0.0,0.0,0.002636808315499847,0.0,0.04581932130846836,0.0,0.0,0,0,1,0,0
1-7,0.0,0.003996046017624666,0.0,0.0,0.0,0.0007361137400887543,0.0,0.0003154773171808947,0.1482322754327297,0.04170610133131428,0.004353586977096347,6.309546343617894e-05,0.0026920731066103014,0.01770879340442089,0.29099627736765726,0.36265169201001113,0.00473215975771342,0.04860453866700318,0.0,0.0,8.412728458157192e-05,0.0,0.02624771278945044,0.0,0.0458283382758113,0.0,0.001051591057269649,0,0,0,0,0
1-8,0.0,0.0053244660233786895,0.0,0.00010200126481568372,0.00012240151777882045,0.0,0.0,0.0,0.13682449662375815,0.04692058181521451,0.0027540341500234605,0.0,0.002284828331871315,0.0032232399681756054,0.28448152757094186,0.2049409412676717,0.0062220771537567065,0.27381219527122136,4.0800505926273486e-05,0.00020400252963136744,0.0,0.0,0.001020012648156837,0.0,0.031110385768783534,0.0,0.0006120075888941022,0,0,0,0,0
1-9,0.0,0.0006969551770701747,0.0,0.0,0.0,0.0,0.0,0.0,0.0014374700527072352,0.017685237618155682,0.0,0.011064163435989023,0.7005706320512262,0.0,0.000522716382802631,0.004530208650956135,0.20612449361850416,0.002047305832643638,0.0,0.0,0.0,0.0,0.0,0.0,0.055320817179945116,0.0,0.0,0,1,1,0,0
2-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006743467266085979,0.017420623770722114,0.0,0.0,0.846586119696544,0.0,0.0,0.0,0.06954200618151166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05970778308513627,0.0,0.0,0,1,1,0,0
2-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361995034980817,0.05393816294290228,0.001579778830963665,0.0,0.002708192281651997,0.0332881967953058,0.08282554728052359,0.2600993003836606,0.030241480478447304,0.16079891672308733,0.0,0.0,0.0,0.0,0.0,0.0,0.012525389302640487,0.0,0.0,0,0,0,0,1
2-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20160027830927119,0.03652809184205949,0.07288224038963298,0.0,0.0,0.0,0.19081579405113933,0.3153591929031136,0.015480953209253783,0.14019829535571404,0.0,0.01287180379196382,0.0,0.0,0.0,0.0,0.0142633501478518,0.0,0.0,0,0,0,0,0
2-12,0.0,0.0006019744762822056,0.0,0.0,0.0,0.0,0.0,0.0,0.0016855285335901757,0.0,0.0,0.016734890440645318,0.013123043582952083,0.0,0.0,0.8112208042379003,0.019865157717312787,0.10522513845412955,0.008909222248976643,0.0,0.0,0.0,0.0,0.0,0.022634240308210932,0.0,0.0,0,0,1,0,0
2-13,0.0,0.009297520661157025,0.0,0.0,0.0,0.0,0.0,0.0,0.16714876033057852,0.02066115702479339,0.0,0.0,0.012190082644628099,0.0,0.06549586776859505,0.3630165289256198,0.015082644628099174,0.33987603305785125,0.0,0.0,0.0,0.0,0.0,0.0,0.007231404958677686,0.0,0.0,0,0,0,0,0
2-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024531668153434435,0.050958965209634256,0.0,0.11998215878679751,0.815677966101695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010927743086529884,0.0,0.0,0,0,1,0,0
2-15,0.0,0.0062658763759525825,0.0,0.0,0.0,0.0,0.0,0.0,0.2403048264182896,0.026079593564775613,0.0,0.0,0.006943268416596105,0.002540220152413209,0.09856054191363252,0.2733276883996613,0.0006773920406435225,0.2570702794242168,0.0,0.0,0.0,0.0,0.0,0.0,0.0882303132938188,0.0,0.0,0,0,0,0,0
2-16,0.0,0.0015860428231562252,0.0,0.0,0.0,0.0,0.0,0.0,0.002973830293417922,0.013778747026169706,0.0,0.0,0.0,0.0031720856463124504,0.12341395717684378,0.7472244250594766,0.0013877874702616971,0.10041633624107851,0.0,0.0,0.0,0.0,0.0,0.0,0.006046788263283109,0.0,0.0,0,0,0,0,0
2-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0020491803278688526,0.25441361916771754,0.0020491803278688526,0.0,0.019546027742749054,0.008354350567465321,0.0,0.03546658259773014,0.41629886506935687,0.0031525851197982345,0.23344892812105927,0.0,0.0,0.0,0.0,0.0,0.0,0.025220680958385876,0.0,0.0,0,0,0,0,0
2-18,0.0,0.025206721792477994,0.0,0.0,0.0,0.0,0.0,0.0,0.1911176313683649,0.01867164577220592,0.0,0.0,0.04494531875166711,0.0,0.06068284875966924,0.3215524139770605,0.0032008535609495867,0.2796745798879701,0.0,0.011469725260069352,0.0,0.0,0.0,0.0,0.043478260869565216,0.0,0.0,0,0,0,0,0
2-19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044964028776978415,0.0020983213429256594,0.0,0.32119304556354916,0.6348920863309353,0.0,0.0,0.011840527577937649,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025479616306954438,0.0,0.0,0,1,0,0,0
2-2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1267789528659094,0.009139574356965661,0.0,0.0,0.004178091134612874,0.0,0.3671497584541063,0.37655046350698523,0.03316359838098969,0.06097401749575663,0.0,0.0,0.0,0.0,0.017887452670061366,0.0,0.004178091134612874,0.0,0.0,0,0,0,0,0
2-20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0031718569780853517,0.03445790080738178,0.0,0.027825836216839678,0.5596885813148789,0.0,0.0,0.15542099192618225,0.09429065743944637,0.06185121107266436,0.0,0.0,0.0,0.0,0.0,0.0,0.06329296424452134,0.0,0.0,0,1,1,0,0
2-21,0.0,0.0047952431188261245,0.0,0.0,0.0,0.0,0.0,9.59048623765225e-05,0.24781816438093413,0.02081135513570538,0.0,0.0,0.0,0.0023976215594130623,0.2682459000671334,0.3754675362040856,0.004028004219813945,0.06876378632396662,0.0,0.0,0.0,0.0,0.0,0.0,0.007576484127745277,0.0,0.0,0,0,0,0,0
2-22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08396101019051838,0.0,0.0,0.026805494018608773,0.0,0.0,0.0,0.41592822330527246,0.002658396101019052,0.3377270713336287,0.0,0.0,0.0,0.0,0.0,0.0,0.1329198050509526,0.0,0.0,0,0,0,1,0
2-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.206375705540981,0.01939740837904444,0.0,0.0,0.0729787741473885,0.008983226011606647,0.03974878766197631,0.3686302567771683,0.023849272597185785,0.2578901343509023,0.0,0.0,0.0,0.0,0.0,0.0,0.002146434533746721,0.0,0.0,0,0,0,0,0
2-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15819471908805396,0.019309061300453647,0.0,0.0003489589391648249,0.0024427125741537745,0.0,0.26846574386413863,0.34988949633593114,0.0,0.16156798883331394,0.0,0.0,0.0,0.0,0.0,0.0,0.039781319064790044,0.0,0.0,0,0,0,0,0
2-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006823144104803494,0.16825873362445415,0.019650655021834062,0.0,0.0,0.0,0.0,0.5776473799126638,0.17371724890829696,0.005049126637554585,0.03425218340611354,0.0,0.0,0.0,0.0,0.0,0.0,0.014601528384279475,0.0,0.0,0,1,0,0,0
2-26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012570381039675265,0.028807123215922482,0.0,0.0,0.12635851774256907,0.0,0.06180437344507005,0.06272096372921304,0.2698703679455283,0.4212387062982847,0.0,0.011391907817205709,0.0,0.0,0.0,0.0,0.00523765876653136,0.0,0.0,0,0,0,0,0
2-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.030847559149445942,0.026355196166516923,0.0,0.03743635819107517,0.7861635220125787,0.0,0.0,0.02006588799041629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09913147648996705,0.0,0.0,0,1,1,0,0
2-28,0.0,0.000810679349294709,0.0,0.0,0.0,0.0,0.0,0.0,0.12576338972058584,0.0,0.0,0.04296600551261957,0.06382748743447009,0.0,0.011944009079608712,0.5561260336161703,0.008322974652759012,0.1835378046803221,0.004864076095768254,0.0,0.0,0.0,0.0,0.0,0.0018375398584013403,0.0,0.0,0,1,0,0,0
2-29,0.0003285732339188677,0.0035384809806647288,0.0,0.0,0.0,0.0,0.0,0.002072538860103627,0.1543788702135726,0.022418804498925818,0.0,0.0,0.010463793757108555,0.002552761278908126,0.41903197270314674,0.19919120434727663,0.00917477568558069,0.16097560975609757,0.0,0.0,0.0,0.0,0.014103374194363706,0.0,0.0017692404903323644,0.0,0.0,0,1,0,0,0
2-3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27643054669219314,0.01021059349074665,0.0,0.0,0.0,0.0,0.21761327377153797,0.34950010636034884,0.0042544139544777706,0.14050202084662838,0.0,0.0,0.0,0.0,0.0,0.0,0.0014890448840672197,0.0,0.0,0,0,0,0,0
2-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37235857724110777,0.036487728048300305,0.0,0.0,0.0,0.016275101719385746,0.26919543247145294,0.1736448352802205,0.005775036093975588,0.11943824648904056,0.0,0.0,0.0,0.0,0.0,0.0,0.006825042656516603,0.0,0.0,0,0,0,0,0
2-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001838235294117647,0.0019796380090497737,0.05104638009049774,0.0,0.07932692307692307,0.39168552036199095,0.0,0.0,0.016402714932126698,0.41346153846153844,0.010888009049773755,0.0,0.0,0.0,0.0,0.0,0.0,0.0333710407239819,0.0,0.0,1,0,1,0,1
2-32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1769737602589296,0.04022656340307479,0.0,0.0,0.014218009478672985,0.0025430586059415096,0.2024043463183447,0.2714137093977575,0.0020806843139521444,0.27384117443070166,0.0,0.0,0.0,0.0,0.010056640850768697,0.0,0.006242052941856433,0.0,0.0,0,0,0,0,0
2-32',0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.12386067708333333,0.023681640625,0.0,0.10294596354166667,0.19441731770833334,0.0,0.006266276041666667,0.10636393229166667,0.12125651041666667,0.21728515625,0.0,0.0,0.0,0.0,0.0,0.0,0.09464518229166667,0.00927734375,0.0,0,1,0,1,0
2-33,0.0,0.005431971029487843,0.0,0.0,0.0,0.0,0.0,0.003207449560269012,0.09849974133471288,0.030781169167097777,0.002586652871184687,0.0,0.0,0.0015519917227108122,0.19570615623383342,0.1428867046042421,0.004449042938437662,0.023693740300051735,0.0,0.00015519917227108123,0.0,0.0,0.0,0.0,0.46978789446456287,0.0,0.021262286601138127,0,0,0,0,0
2-34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09012345679012346,0.008950617283950617,0.0,0.008333333333333333,0.2388888888888889,0.0,0.0,0.5666666666666667,0.00030864197530864197,0.07561728395061729,0.0,0.0,0.0,0.0,0.005246913580246914,0.0,0.005864197530864198,0.0,0.0,0,0,0,0,0
2-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17384828173209915,0.041812958825406955,0.0008511543781253325,0.0,0.01329928715820832,0.018193424832428983,0.02840727736993297,0.4218533886583679,0.027981700180870307,0.26896478348760505,0.0,0.0,0.0,0.0,0.0047877433769549956,0.0,0.0,0.0,0.0,0,0,0,0,0
2-5,0.0,0.012808698857353484,0.0,0.0,0.0,0.0,0.0,0.03345005528934759,0.16190563951345374,0.035385182454847036,0.01695539992628087,0.0,0.01916697382970881,0.010136380390711389,0.22143383708072245,0.2951529671949871,0.04174345742720236,0.10781422779211206,0.016586804275709546,0.0,0.0,0.0,0.011795060818282344,0.0,0.008754146701068928,0.0,0.006911168448212311,0,0,0,0,0
2-6,0.0,0.0034805568891022563,0.0,0.0,0.0,0.0,0.00012001920307249159,0.0025204032645223234,0.16610657705232837,0.010201632261161785,0.0,0.0142822851656265,0.12902064330292848,0.005160825732117139,0.004080652904464715,0.4167066730676908,0.019803168506961115,0.21795487277964473,0.0,0.007321171387421987,0.0,0.0,0.0,0.0,0.003240518482957273,0.0,0.0,0,1,0,1,0
2-7,0.0,0.011969257906009827,0.0,0.0,0.0,0.0,0.00012599218848431397,0.0,0.1290160010079375,0.15824618873629834,0.03099407836714124,0.0,0.0,0.0,0.29104195539876526,0.09890386796018646,0.023308554869598083,0.22477006425601612,0.0,0.0,0.0,0.0,0.018142875141741212,0.0,0.011843265717525513,0.0,0.0016378984502960817,0,0,0,0,0
2-8,0.0,0.009424657534246575,0.0,0.0,0.0,0.0,0.0,0.0,0.16493150684931507,0.11265753424657535,0.0019726027397260273,0.0,0.01063013698630137,0.11265753424657535,0.136986301369863,0.13194520547945204,0.0070136986301369865,0.30356164383561646,0.0,0.0,0.0,0.0,0.005479452054794521,0.0,0.0027397260273972603,0.0,0.0,0,0,0,0,1
2-9,0.0,0.002246893999471319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13031985196933651,0.0,0.005683320116309807,0.6333597673803859,0.0,0.0015860428231562252,0.010044937879989427,0.1866243721913825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03013481363996828,0.0,0.0,0,1,0,0,0
3-1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0022382094324540367,0.0,0.0,0.08425259792166268,0.0,0.0,0.0,0.010951239008792966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9025579536370903,0.0,0.0,0,0,0,0,0
3-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2158714583588863,0.05445848154053722,0.005519440696676071,0.0,0.011652152581871704,0.031890101803017296,0.11173801054826445,0.3473568011774807,0.0024530847540782533,0.10560529866306881,0.0,0.0,0.0,0.0,0.0,0.0,0.11345516987611921,0.0,0.0,0,0,0,0,0
3-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10220994475138122,0.021485573971761818,0.032535297728667895,0.0,0.0,0.0016369961121342337,0.2586453857172089,0.2272355228156333,0.001841620626151013,0.0748925721301412,0.0019439328831594026,0.01289134438305709,0.0,0.0,0.010640474728872518,0.0,0.2509719664415797,0.0,0.003069367710251688,0,0,0,0,0
