block,taxon,feature,samples_above_1_percent,training_samples_above_1_percent,all_samples_percent_above_1,training_percent_above_1,domain,included_in_final_matrix
BAC_F,CCM19a,BAC_F::CCM19a,0,0,0.0,0.0,Bacteria,False
BAC_F,CK-2C2-2,BAC_F::CK-2C2-2,0,0,0.0,0.0,Bacteria,False
BAC_F,CMW-169,BAC_F::CMW-169,0,0,0.0,0.0,Bacteria,False
BAC_F,CPR2,BAC_F::CPR2,0,0,0.0,0.0,Bacteria,False
BAC_F,Caedibacteraceae,BAC_F::Caedibacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Caldalkalibacillaceae,BAC_F::Caldalkalibacillaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Caldatribacteriaceae,BAC_F::Caldatribacteriaceae,9,9,6.521739130434782,8.256880733944953,Bacteria,True
BAC_F,Caldicoprobacteraceae,BAC_F::Caldicoprobacteraceae,31,30,22.463768115942027,27.522935779816514,Bacteria,True
BAC_F,Caldilineaceae,BAC_F::Caldilineaceae,1,1,0.7246376811594203,0.9174311926605505,Bacteria,False
BAC_F,Caldisericaceae,BAC_F::Caldisericaceae,7,2,5.072463768115942,1.834862385321101,Bacteria,False
BAC_F,Calditrichaceae,BAC_F::Calditrichaceae,1,0,0.7246376811594203,0.0,Bacteria,False
BAC_F,Caloramatoraceae,BAC_F::Caloramatoraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Caminicellaceae,BAC_F::Caminicellaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Candidatus_Abawacabacteria,BAC_F::Candidatus_Abawacabacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Candidatus_Collierbacteria,BAC_F::Candidatus_Collierbacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Candidatus_Falkowbacteria,BAC_F::Candidatus_Falkowbacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Candidatus_Gottesmanbacteria,BAC_F::Candidatus_Gottesmanbacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Candidatus_Magasanikbacteria,BAC_F::Candidatus_Magasanikbacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Candidatus_Moranbacteria,BAC_F::Candidatus_Moranbacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Candidatus_Pacebacteria,BAC_F::Candidatus_Pacebacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Candidatus_Peregrinibacteria,BAC_F::Candidatus_Peregrinibacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Candidatus_Peribacteria,BAC_F::Candidatus_Peribacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Candidatus_Raymondbacteria,BAC_F::Candidatus_Raymondbacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Candidatus_Shapirobacteria,BAC_F::Candidatus_Shapirobacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Candidatus_Vogelbacteria,BAC_F::Candidatus_Vogelbacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Candidatus_Woesebacteria,BAC_F::Candidatus_Woesebacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Candidatus_Yanofskybacteria,BAC_F::Candidatus_Yanofskybacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Carnobacteriaceae,BAC_F::Carnobacteriaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Caulobacteraceae,BAC_F::Caulobacteraceae,1,0,0.7246376811594203,0.0,Bacteria,False
BAC_F,Chitinibacteraceae,BAC_F::Chitinibacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Chitinimonadaceae,BAC_F::Chitinimonadaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Chitinivibrionaceae,BAC_F::Chitinivibrionaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Chitinophagaceae,BAC_F::Chitinophagaceae,12,7,8.695652173913043,6.422018348623853,Bacteria,True
BAC_F,Chlamydiaceae,BAC_F::Chlamydiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Chlorobiaceae,BAC_F::Chlorobiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Chloroflexaceae,BAC_F::Chloroflexaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Chloroplast,BAC_F::Chloroplast,0,0,0.0,0.0,Bacteria,False
BAC_F,Christensenellaceae,BAC_F::Christensenellaceae,96,80,69.56521739130434,73.39449541284404,Bacteria,True
BAC_F,Chromatiaceae,BAC_F::Chromatiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Chromobacteriaceae,BAC_F::Chromobacteriaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Chthoniobacteraceae,BAC_F::Chthoniobacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Chthonomonadales,BAC_F::Chthonomonadales,1,1,0.7246376811594203,0.9174311926605505,Bacteria,False
BAC_F,Cloacimonadaceae,BAC_F::Cloacimonadaceae,93,72,67.3913043478261,66.05504587155963,Bacteria,True
BAC_F,Cloacimonadales,BAC_F::Cloacimonadales,0,0,0.0,0.0,Bacteria,False
BAC_F,Clostridia_UCG-014,BAC_F::Clostridia_UCG-014,4,1,2.898550724637681,0.9174311926605505,Bacteria,False
BAC_F,Clostridiaceae,BAC_F::Clostridiaceae,4,4,2.898550724637681,3.669724770642202,Bacteria,False
BAC_F,Comamonadaceae,BAC_F::Comamonadaceae,86,64,62.31884057971015,58.71559633027523,Bacteria,True
BAC_F,Competibacteraceae,BAC_F::Competibacteraceae,13,7,9.420289855072463,6.422018348623853,Bacteria,True
BAC_F,Coprothermobacteraceae,BAC_F::Coprothermobacteraceae,7,7,5.072463768115942,6.422018348623853,Bacteria,True
BAC_F,Coriobacteriaceae,BAC_F::Coriobacteriaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Coriobacteriales_Incertae_Sedis,BAC_F::Coriobacteriales_Incertae_Sedis,0,0,0.0,0.0,Bacteria,False
BAC_F,Corynebacteriaceae,BAC_F::Corynebacteriaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Coxiellaceae,BAC_F::Coxiellaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Criblamydiaceae,BAC_F::Criblamydiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Crocinitomicaceae,BAC_F::Crocinitomicaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Cryomorphaceae,BAC_F::Cryomorphaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Cyclobacteriaceae,BAC_F::Cyclobacteriaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,D8A-2,BAC_F::D8A-2,10,10,7.246376811594203,9.174311926605505,Bacteria,True
BAC_F,DEV007,BAC_F::DEV007,0,0,0.0,0.0,Bacteria,False
BAC_F,DG-20,BAC_F::DG-20,0,0,0.0,0.0,Bacteria,False
BAC_F,DG-56,BAC_F::DG-56,0,0,0.0,0.0,Bacteria,False
BAC_F,DS-100,BAC_F::DS-100,0,0,0.0,0.0,Bacteria,False
BAC_F,DTU014,BAC_F::DTU014,84,73,60.869565217391305,66.97247706422019,Bacteria,True
BAC_F,Dadabacteriales,BAC_F::Dadabacteriales,0,0,0.0,0.0,Bacteria,False
BAC_F,Defferrisomataceae,BAC_F::Defferrisomataceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Defluviicoccaceae,BAC_F::Defluviicoccaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Defluviitaleaceae,BAC_F::Defluviitaleaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Deinococcaceae,BAC_F::Deinococcaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Dermatophilaceae,BAC_F::Dermatophilaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Desulfallas-Sporotomaculum,BAC_F::Desulfallas-Sporotomaculum,0,0,0.0,0.0,Bacteria,False
BAC_F,Desulfatiglandaceae,BAC_F::Desulfatiglandaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Desulfitibacteraceae,BAC_F::Desulfitibacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Desulfitobacteriaceae,BAC_F::Desulfitobacteriaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Desulfitobacteriales,BAC_F::Desulfitobacteriales,0,0,0.0,0.0,Bacteria,False
BAC_F,Desulfobacteraceae,BAC_F::Desulfobacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Desulfobacterales,BAC_F::Desulfobacterales,0,0,0.0,0.0,Bacteria,False
BAC_F,Desulfobulbaceae,BAC_F::Desulfobulbaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Desulfocapsaceae,BAC_F::Desulfocapsaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Desulfococcaceae,BAC_F::Desulfococcaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Desulfomicrobiaceae,BAC_F::Desulfomicrobiaceae,1,0,0.7246376811594203,0.0,Bacteria,False
BAC_F,Desulfomonilaceae,BAC_F::Desulfomonilaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Desulforegulaceae,BAC_F::Desulforegulaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Desulfosarcinaceae,BAC_F::Desulfosarcinaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Desulfotomaculales,BAC_F::Desulfotomaculales,9,8,6.521739130434782,7.339449541284404,Bacteria,True
BAC_F,Desulfovibrionaceae,BAC_F::Desulfovibrionaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Desulfuribacillaceae,BAC_F::Desulfuribacillaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Desulfuromonadaceae,BAC_F::Desulfuromonadaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Dethiobacteraceae,BAC_F::Dethiobacteraceae,20,19,14.492753623188406,17.431192660550458,Bacteria,True
BAC_F,Devosiaceae,BAC_F::Devosiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Dictyoglomaceae,BAC_F::Dictyoglomaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Dietziaceae,BAC_F::Dietziaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Diplorickettsiaceae,BAC_F::Diplorickettsiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Dongiaceae,BAC_F::Dongiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Dysgonomonadaceae,BAC_F::Dysgonomonadaceae,82,71,59.42028985507246,65.13761467889908,Bacteria,True
BAC_F,EC3,BAC_F::EC3,0,0,0.0,0.0,Bacteria,False
BAC_F,Eggerthellaceae,BAC_F::Eggerthellaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Elev-16S-1166,BAC_F::Elev-16S-1166,0,0,0.0,0.0,Bacteria,False
BAC_F,Elsteraceae,BAC_F::Elsteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Endomicrobiaceae,BAC_F::Endomicrobiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Enterobacteriaceae,BAC_F::Enterobacteriaceae,3,2,2.1739130434782608,1.834862385321101,Bacteria,False
BAC_F,Enterococcaceae,BAC_F::Enterococcaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Erwiniaceae,BAC_F::Erwiniaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Erysipelatoclostridiaceae,BAC_F::Erysipelatoclostridiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Erysipelotrichaceae,BAC_F::Erysipelotrichaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Ethanoligenenaceae,BAC_F::Ethanoligenenaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Eubacteriaceae,BAC_F::Eubacteriaceae,2,1,1.4492753623188406,0.9174311926605505,Bacteria,False
BAC_F,F082,BAC_F::F082,0,0,0.0,0.0,Bacteria,False
BAC_F,FCPU426,BAC_F::FCPU426,0,0,0.0,0.0,Bacteria,False
BAC_F,FTLpost3,BAC_F::FTLpost3,0,0,0.0,0.0,Bacteria,False
BAC_F,FW22,BAC_F::FW22,0,0,0.0,0.0,Bacteria,False
BAC_F,Fermentibacteraceae,BAC_F::Fermentibacteraceae,8,7,5.797101449275362,6.422018348623853,Bacteria,True
BAC_F,Fervidobacteriaceae,BAC_F::Fervidobacteriaceae,2,2,1.4492753623188406,1.834862385321101,Bacteria,False
BAC_F,Fibrobacteraceae,BAC_F::Fibrobacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Fibrobacterales,BAC_F::Fibrobacterales,0,0,0.0,0.0,Bacteria,False
BAC_F,Fimbriimonadaceae,BAC_F::Fimbriimonadaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Fimbriimonadales,BAC_F::Fimbriimonadales,0,0,0.0,0.0,Bacteria,False
BAC_F,Flavobacteriaceae,BAC_F::Flavobacteriaceae,3,2,2.1739130434782608,1.834862385321101,Bacteria,False
BAC_F,Fodinicurvataceae,BAC_F::Fodinicurvataceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Francisellaceae,BAC_F::Francisellaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Fusibacteraceae,BAC_F::Fusibacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Fusobacteriaceae,BAC_F::Fusobacteriaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,GIF3,BAC_F::GIF3,0,0,0.0,0.0,Bacteria,False
BAC_F,GIF9,BAC_F::GIF9,0,0,0.0,0.0,Bacteria,False
BAC_F,GOUTB8,BAC_F::GOUTB8,0,0,0.0,0.0,Bacteria,False
BAC_F,GWB1-42-6,BAC_F::GWB1-42-6,0,0,0.0,0.0,Bacteria,False
BAC_F,GWC2-45-44,BAC_F::GWC2-45-44,0,0,0.0,0.0,Bacteria,False
BAC_F,GWF2-44-16,BAC_F::GWF2-44-16,0,0,0.0,0.0,Bacteria,False
BAC_F,GZKB124,BAC_F::GZKB124,0,0,0.0,0.0,Bacteria,False
BAC_F,GZKB75,BAC_F::GZKB75,0,0,0.0,0.0,Bacteria,False
BAC_F,Ga0077536,BAC_F::Ga0077536,0,0,0.0,0.0,Bacteria,False
BAC_F,Gaiellaceae,BAC_F::Gaiellaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Gallionellaceae,BAC_F::Gallionellaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Gammaproteobacteria,BAC_F::Gammaproteobacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,Garciellaceae,BAC_F::Garciellaceae,2,2,1.4492753623188406,1.834862385321101,Bacteria,False
BAC_F,Geminicoccaceae,BAC_F::Geminicoccaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Gemmataceae,BAC_F::Gemmataceae,1,1,0.7246376811594203,0.9174311926605505,Bacteria,False
BAC_F,Gemmatimonadaceae,BAC_F::Gemmatimonadaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Geobacteraceae,BAC_F::Geobacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Geopsychrobacteraceae,BAC_F::Geopsychrobacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Gimesiaceae,BAC_F::Gimesiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Gitt-GS-136,BAC_F::Gitt-GS-136,0,0,0.0,0.0,Bacteria,False
BAC_F,Gracilibacteraceae,BAC_F::Gracilibacteraceae,11,11,7.971014492753623,10.091743119266056,Bacteria,True
BAC_F,Gracilibacteria,BAC_F::Gracilibacteria,0,0,0.0,0.0,Bacteria,False
BAC_F,HOC36,BAC_F::HOC36,0,0,0.0,0.0,Bacteria,False
BAC_F,Hafniaceae,BAC_F::Hafniaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Hahellaceae,BAC_F::Hahellaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Halanaerobiaceae,BAC_F::Halanaerobiaceae,2,2,1.4492753623188406,1.834862385321101,Bacteria,False
BAC_F,Haliangiaceae,BAC_F::Haliangiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Halieaceae,BAC_F::Halieaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Halobacteroidaceae,BAC_F::Halobacteroidaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Halomonadaceae,BAC_F::Halomonadaceae,1,1,0.7246376811594203,0.9174311926605505,Bacteria,False
BAC_F,Halothiobacillaceae,BAC_F::Halothiobacillaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Hippeaceae,BAC_F::Hippeaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Holophagaceae,BAC_F::Holophagaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Holosporaceae,BAC_F::Holosporaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Hungateiclostridiaceae,BAC_F::Hungateiclostridiaceae,107,89,77.53623188405797,81.65137614678899,Bacteria,True
BAC_F,Hydrogenedensaceae,BAC_F::Hydrogenedensaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Hydrogenophilaceae,BAC_F::Hydrogenophilaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Hydrothermae,BAC_F::Hydrothermae,0,0,0.0,0.0,Bacteria,False
BAC_F,Hyphomicrobiaceae,BAC_F::Hyphomicrobiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Hyphomonadaceae,BAC_F::Hyphomonadaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,IMCC26256,BAC_F::IMCC26256,0,0,0.0,0.0,Bacteria,False
BAC_F,Iamiaceae,BAC_F::Iamiaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Idiomarinaceae,BAC_F::Idiomarinaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Ignavibacteriaceae,BAC_F::Ignavibacteriaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Ilumatobacteraceae,BAC_F::Ilumatobacteraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Incertae_Sedis,BAC_F::Incertae_Sedis,9,9,6.521739130434782,8.256880733944953,Bacteria,True
BAC_F,Inquilinaceae,BAC_F::Inquilinaceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Intrasporangiaceae,BAC_F::Intrasporangiaceae,15,12,10.869565217391305,11.009174311926605,Bacteria,True
BAC_F,Isosphaeraceae,BAC_F::Isosphaeraceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Izemoplasmataceae,BAC_F::Izemoplasmataceae,0,0,0.0,0.0,Bacteria,False
BAC_F,Izemoplasmatales,BAC_F::Izemoplasmatales,4,4,2.898550724637681,3.669724770642202,Bacteria,False
BAC_F,JG30-KF-CM45,BAC_F::JG30-KF-CM45,0,0,0.0,0.0,Bacteria,False
BAC_F,JG30-KF-CM66,BAC_F::JG30-KF-CM66,0,0,0.0,0.0,Bacteria,False
