target,feature,category,fold,importance,permutation_sd,selected_in_fold,fold_rank,positive_top10,positive_top20
warning_buffer_capacity,substrate_avg_TVFAs,Metadata: substrate,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,substrate_avg_TVFAs,Metadata: substrate,1,,,True,,False,False
warning_ammonia_toxicity,substrate_avg_TVFAs,Metadata: substrate,1,-0.004464285714285698,0.009823564361074623,True,243.0,False,False
warning_biogas_quality,substrate_avg_TVFAs,Metadata: substrate,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,substrate_avg_HAc,Metadata: substrate,1,-0.3056547619047619,0.07630774477025687,True,273.0,False,False
warning_buffer_capacity,substrate_avg_HAc,Metadata: substrate,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,substrate_avg_HAc,Metadata: substrate,1,,,True,,False,False
warning_ammonia_toxicity,substrate_avg_HAc,Metadata: substrate,1,-0.0035714285714285587,0.007328416800608217,True,240.0,False,False
warning_biogas_quality,substrate_avg_HAc,Metadata: substrate,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,substrate_avg_HPro,Metadata: substrate,1,-0.21666666666666662,0.16312016164319762,True,262.0,False,False
warning_buffer_capacity,substrate_avg_HPro,Metadata: substrate,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,substrate_avg_HPro,Metadata: substrate,1,,,True,,False,False
warning_ammonia_toxicity,substrate_avg_HPro,Metadata: substrate,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,substrate_avg_HPro,Metadata: substrate,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Abditibacteriota,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::Abditibacteriota,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Abditibacteriota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Abditibacteriota,Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_P::Abditibacteriota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Acetothermia,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::Acetothermia,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Acetothermia,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Acetothermia,Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_P::Acetothermia,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Acidobacteriota,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::Acidobacteriota,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Acidobacteriota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Acidobacteriota,Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_P::Acidobacteriota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Actinobacteriota,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::Actinobacteriota,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Actinobacteriota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Actinobacteriota,Bacteria,1,-0.012500000000000011,0.012824729401064437,True,251.0,False,False
warning_biogas_quality,BAC_P::Actinobacteriota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Armatimonadota,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::Armatimonadota,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Armatimonadota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Armatimonadota,Bacteria,1,0.0035714285714285587,0.007328416800608217,True,27.0,False,False
warning_biogas_quality,BAC_P::Armatimonadota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Bacteroidota,Bacteria,1,-0.2928571428571428,0.10359627219107287,True,267.0,False,False
warning_buffer_capacity,BAC_P::Bacteroidota,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Bacteroidota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Bacteroidota,Bacteria,1,-0.0050000000000000044,0.01025978352085155,True,245.5,False,False
warning_biogas_quality,BAC_P::Bacteroidota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Bdellovibrionota,Bacteria,1,0.0,0.0,False,116.0,False,False
warning_buffer_capacity,BAC_P::Bdellovibrionota,Bacteria,1,0.0,0.0,False,138.5,False,False
warning_acid_accumulation,BAC_P::Bdellovibrionota,Bacteria,1,,,False,,False,False
warning_ammonia_toxicity,BAC_P::Bdellovibrionota,Bacteria,1,0.0,0.0,False,133.0,False,False
warning_biogas_quality,BAC_P::Bdellovibrionota,Bacteria,1,0.0,0.0,False,138.0,False,False
warning_acid_base_balance,BAC_P::Caldatribacteriota,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::Caldatribacteriota,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Caldatribacteriota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Caldatribacteriota,Bacteria,1,0.03916666666666667,0.0871117115685237,True,13.0,False,True
warning_biogas_quality,BAC_P::Caldatribacteriota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Caldisericota,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::Caldisericota,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Caldisericota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Caldisericota,Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_P::Caldisericota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Campilobacterota,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::Campilobacterota,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Campilobacterota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Campilobacterota,Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_P::Campilobacterota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Chloroflexi,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::Chloroflexi,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Chloroflexi,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Chloroflexi,Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_P::Chloroflexi,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Cloacimonadota,Bacteria,1,-0.30416666666666664,0.07624968329227406,True,272.0,False,False
warning_buffer_capacity,BAC_P::Cloacimonadota,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Cloacimonadota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Cloacimonadota,Bacteria,1,-0.01732142857142857,0.017352841448514175,True,255.0,False,False
warning_biogas_quality,BAC_P::Cloacimonadota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Coprothermobacterota,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::Coprothermobacterota,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Coprothermobacterota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Coprothermobacterota,Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_P::Coprothermobacterota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Cyanobacteria,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::Cyanobacteria,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Cyanobacteria,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Cyanobacteria,Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_P::Cyanobacteria,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Deinococcota,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::Deinococcota,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Deinococcota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Deinococcota,Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_P::Deinococcota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Dependentiae,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::Dependentiae,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Dependentiae,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Dependentiae,Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_P::Dependentiae,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Desulfobacterota,Bacteria,1,-0.06666666666666665,0.13679711361135385,True,246.0,False,False
warning_buffer_capacity,BAC_P::Desulfobacterota,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Desulfobacterota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Desulfobacterota,Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_P::Desulfobacterota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Elusimicrobiota,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::Elusimicrobiota,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Elusimicrobiota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Elusimicrobiota,Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_P::Elusimicrobiota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Fermentibacterota,Bacteria,1,-0.1020833333333333,0.08385254915624211,True,256.0,False,False
warning_buffer_capacity,BAC_P::Fermentibacterota,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Fermentibacterota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Fermentibacterota,Bacteria,1,0.016071428571428514,0.005496312600456163,True,20.5,False,False
warning_biogas_quality,BAC_P::Fermentibacterota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Fibrobacterota,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::Fibrobacterota,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Fibrobacterota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Fibrobacterota,Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_P::Fibrobacterota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Firmicutes,Bacteria,1,-0.0008928571428571175,0.02246144473497395,True,221.0,False,False
warning_buffer_capacity,BAC_P::Firmicutes,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Firmicutes,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Firmicutes,Bacteria,1,-0.046250000000000006,0.021112169102451932,True,273.0,False,False
warning_biogas_quality,BAC_P::Firmicutes,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Fusobacteriota,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::Fusobacteriota,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Fusobacteriota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Fusobacteriota,Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_P::Fusobacteriota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Halanaerobiaeota,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::Halanaerobiaeota,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Halanaerobiaeota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Halanaerobiaeota,Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_P::Halanaerobiaeota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Marinimicrobia_(SAR406_clade),Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::Marinimicrobia_(SAR406_clade),Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Marinimicrobia_(SAR406_clade),Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Marinimicrobia_(SAR406_clade),Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_P::Marinimicrobia_(SAR406_clade),Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Patescibacteria,Bacteria,1,0.0029761904761904795,0.009941498529212056,True,10.0,True,True
warning_buffer_capacity,BAC_P::Patescibacteria,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Patescibacteria,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Patescibacteria,Bacteria,1,0.0008928571428571397,0.003992978531249611,True,31.0,False,False
warning_biogas_quality,BAC_P::Patescibacteria,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Planctomycetota,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::Planctomycetota,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Planctomycetota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Planctomycetota,Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_P::Planctomycetota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Proteobacteria,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::Proteobacteria,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Proteobacteria,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Proteobacteria,Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_P::Proteobacteria,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Spirochaetota,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::Spirochaetota,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Spirochaetota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Spirochaetota,Bacteria,1,-0.013750000000000012,0.01276044463835102,True,253.0,False,False
warning_biogas_quality,BAC_P::Spirochaetota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Synergistota,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::Synergistota,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Synergistota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Synergistota,Bacteria,1,-0.020000000000000007,0.024468024246479647,True,258.0,False,False
warning_biogas_quality,BAC_P::Synergistota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Thermotogota,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::Thermotogota,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Thermotogota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Thermotogota,Bacteria,1,-0.02678571428571429,0.024374561055289245,True,266.0,False,False
warning_biogas_quality,BAC_P::Thermotogota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::Verrucomicrobiota,Bacteria,1,-0.008333333333333331,0.025649458802128842,True,227.0,False,False
warning_buffer_capacity,BAC_P::Verrucomicrobiota,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::Verrucomicrobiota,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::Verrucomicrobiota,Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_P::Verrucomicrobiota,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::WS1,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::WS1,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::WS1,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::WS1,Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_P::WS1,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_P::unidentified,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_P::unidentified,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_P::unidentified,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_P::unidentified,Bacteria,1,-0.004642857142857143,0.00963206023226276,True,244.0,False,False
warning_biogas_quality,BAC_P::unidentified,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_G::009E01-B-SD-P15,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_G::009E01-B-SD-P15,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_G::009E01-B-SD-P15,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_G::009E01-B-SD-P15,Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_G::009E01-B-SD-P15,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_G::113B434,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_G::113B434,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_G::113B434,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_G::113B434,Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_G::113B434,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_G::AAP99,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_G::AAP99,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_G::AAP99,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_G::AAP99,Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_G::AAP99,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_G::ADurb.Bin063-1,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_G::ADurb.Bin063-1,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_G::ADurb.Bin063-1,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_G::ADurb.Bin063-1,Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_G::ADurb.Bin063-1,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_G::ADurb.Bin120,Bacteria,1,0.0,0.0,True,116.0,False,False
warning_buffer_capacity,BAC_G::ADurb.Bin120,Bacteria,1,0.0,0.0,True,138.5,False,False
warning_acid_accumulation,BAC_G::ADurb.Bin120,Bacteria,1,,,True,,False,False
warning_ammonia_toxicity,BAC_G::ADurb.Bin120,Bacteria,1,0.0,0.0,True,133.0,False,False
warning_biogas_quality,BAC_G::ADurb.Bin120,Bacteria,1,0.0,0.0,True,138.0,False,False
warning_acid_base_balance,BAC_G::AKYH767,Bacteria,1,0.0,0.0,False,116.0,False,False
