SampleID,Abditibacteriota,Acetothermia,Acidobacteriota,Actinobacteriota,Aenigmarchaeota,Armatimonadota,Asgardarchaeota,Bacteroidota,Bdellovibrionota,CK-2C2-2,Caldatribacteriota,Caldisericota,Calditrichota,Campilobacterota,Chloroflexi,Cloacimonadota,Coprothermobacterota,Crenarchaeota,Cryptomycota,Cyanobacteria,Dadabacteria,Deferrisomatota,Deinococcota,Dependentiae,Desulfobacterota,Dictyoglomota,Elusimicrobiota,Euryarchaeota,FCPU426,Fermentibacterota,Fibrobacterota,Firmicutes,Fusobacteriota,Gemmatimonadota,Hadarchaeota,Halanaerobiaeota,Halobacterota,Holozoa,Hydrogenedentes,Hydrothermae,Iainarchaeota,LCP-89,Latescibacterota,MBNT15,Margulisbacteria,Marinimicrobia_(SAR406_clade),Methylomirabilota,Micrarchaeota,Mollusca,Myxococcota,NB1-j,NKB15,Nanoarchaeota,Nitrospirota,PAUC34f,Patescibacteria,Planctomycetota,Proteobacteria,SAR324_clade(Marine_group_B),Spirochaetota,Sumerlaeota,Sva0485,Synergistota,TA06,Thermoplasmatota,Thermotogota,Unclassified,Verrucomicrobiota,Vertebrata,WOR-1,WPS-2,WS1,WS2,WS4,Zixibacteria,acid_accumulation,acid_base_balance,ammonia_toxicity,biogas_quality,buffer_capacity
1-18,0.0,0.0,0.0022688598979012002,0.019452137065829142,0.0,0.0022688598979011,0.0,0.15354843014913944,0.0005338493877414,0.0,0.0018684728570951,0.0036034833672548,0.0,0.0011677955356844,0.005738880918220801,0.2579493510393373,0.0,0.06974365966730274,0.0,0.0,0.0001668279336692,0.0,0.0001668279336692,0.0003670214540722,0.0138133529078103,0.0,0.0,0.0456776656667574,0.0,0.0,0.0003670214540722,0.34887057488905,0.0008007740816122,0.0,0.0,0.0,0.8466048541041712,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000633946147943,0.000834139668346,0.0,0.0003408781019907,0.0012345267091521,0.0,0.0022688598979011,0.0054052250508821,0.11013980180841178,0.0,0.0310967268359407,0.000200193520403,0.0,0.011310933902772243,0.0,0.0092037087537494,0.0017016449234259,0.0362701465884782,0.014046912014947385,0.0,0.0,0.0,0.0,0.0,0.0003336558673384,0.0,0,0,0,0,0
1-19,0.0,0.0,0.0,0.0167254743977993,0.0,0.0001389159003139,0.0,0.2217931264412505,0.0,0.0,0.0010835440224488,0.0,0.0,0.0,0.0,0.026449587419776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000527880421193,0.0,0.0,0.0011052875530359,0.0,0.0,0.0,0.6747978773650337,0.0,0.0,0.0,0.0,0.8407672834884288,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011391103825743,0.001305809462951,0.0121690328675016,0.0,0.00177812352401847,0.0,0.0,0.030144750368127003,0.0,0.0902770349770025,0.0028616675464673,0.06785039398152742,0.009085099880532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0
1-2,0.0,0.0,0.0,0.0094012483624871,0.0,0.0,0.0,0.3362872774909431,0.0,0.0,0.0042382677043999,0.0024659012098326998,0.0,0.0,0.0196501502658544,0.1143946983123986,0.0,0.0019309161124222,0.0,0.0001926485320181,0.0,0.0,0.0,0.0,0.0302458195268548,0.0,0.0,0.0949009511549738,0.0,0.0,0.0,0.33755875780226097,0.0,0.0,0.0,0.0,0.8674819423585771,0.0,0.0003852970640363,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011657012086104401,0.0,0.0,0.0004623564768436,0.0018108962009706,0.0383755875780217,0.0104800801417891,0.0030053170994835,0.0,0.0,0.0284734530322876,0.0,0.0099406422083958,0.0574477922478229,0.0140885360795245,0.0036603221083453,0.0,0.0,0.0,0.0014641288433382,0.0,0.0,0.0,0,0,0,0,0
1-20,0.0,0.0,0.0,0.0028540393175863,0.0,0.0,0.0,0.2389725458456663,0.0,0.0,0.0063470426614978,0.0,0.0,0.0,0.0004685736193052,0.1107963621648099,0.0,9.095043201455206e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0009371472386104,0.0,0.0,0.0047748976807639,0.0,0.0035143021447892,0.0002981832122851,0.6187727630934281,0.0,0.0,0.0,0.0,0.9331969076853104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004472748184277,0.0004685736193052,0.001171434048262832,0.0,0.0013844220570380001,0.0,0.0,0.007880556324678621,0.0,0.0181446111869029,0.0,0.04379263301500551,0.0053459990202549,0.0,0.0,0.0,0.0003407808140401,0.0,0.0,0.0,0,1,1,0,0
1-21,0.0,0.0,0.010987343966712493,0.0073899098474333996,0.0,0.0021454576976419,0.0,0.30569521497919133,0.00013002773925104022,0.0012135922330097,0.001126907073509,0.0085384882108181,0.0001083564493758,0.0007801664355062,0.04791522191400664,0.09156119972260691,0.0,0.004328198445571608,0.0,0.0,0.0002167128987517,0.0,0.0009968793342579,0.0003033980582524,0.09840932732316111,0.0,0.0003033980582524,0.23483967049844068,6.501386962552011e-05,0.0,0.0023838418862689,0.20758928571428184,0.0002817267683772,0.0004550970873786,0.0,0.0,0.7224368222646232,0.0,0.00791002080443814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004767683772538,0.0,0.0,0.0002792386093917,0.0015386615811373,0.0,0.0029472954230233,0.006284674063799746,0.11793515950068893,0.0019287447988902001,0.0299930651872394,0.0014953190013867936,0.000758495145631,0.0103372052704571,0.0,0.012426118117931654,0.006458044382801601,0.028030451370555962,0.018810679611649943,0.0,0.0,0.0003250693481276,0.00125693481276,0.0,0.0006067961165048,0.0,0,0,0,0,0
1-22,0.0,0.0,0.0,0.0025180345719338,0.0,0.0014972097454743,0.0,0.22932262601514972,0.0,0.0,0.0152670024046093,0.0,0.0,0.000249534957579,0.0004990699151581026,0.1922326573204476,0.0,0.005157323150925981,0.0,0.0,0.0,0.0,0.0,0.0104804682183204,0.0087790935075538,0.0,0.0,0.0026034563983039997,0.0,0.0,0.0007259198765936,0.465246585908073,0.0,0.0,0.0,0.0,0.9256155314770252,0.0,0.0004083299305839,0.0,0.0,0.0,0.0,0.0,0.0,0.0001587949730048,0.0,0.0022811237013711,0.0,0.0002268499614355,0.0,0.0,9.91792913639632e-05,0.0,0.0,0.0008166598611678,0.0003402749421532,0.0010888798148904,0.0043555192595617,0.04271584773830535,0.0,0.0,0.016809582142370553,0.0,0.04187845577843294,0.0,0.022364930202572506,0.0062610589356195,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0
1-23,0.0,0.0,0.0035722739891108,0.0059824829456192,0.0,0.00344315565215502,0.0,0.2150035507542629,0.0004303944565193,0.000710150853257,0.0041102670597601,0.0041963459510641,0.0,0.0013342228152099,0.22578493189007576,0.058684284146420004,0.0,0.0042234251383022,0.0,0.000710150853257,0.0,0.0,0.0,8.607889130388001e-05,0.01521444403796037,0.0,0.0,0.1841651299744215,0.0,0.0005595127934752,0.0003873550108674,0.2081387591727746,0.0003658352880414,0.0,0.0,0.0,0.7533757658675843,0.0,0.0033355570380253,0.0,0.0,0.0,0.0,0.0,0.0,0.0019152553315113,0.0,0.0,0.0,0.0002582366739116,0.0,0.0,0.0054726072214621,0.0,0.0,0.0017215778260775,0.0041963459510634404,0.09847425165163495,0.0057672857173599,0.029697217499837877,0.00030127611956357,0.0,0.04329768232585096,0.0,0.030872642912378602,0.0523359659127588,0.0222777838967152,0.007747100217348779,0.0,0.0,0.0001075986141298,0.0017000581032514,0.0,0.0,4.3039445651940005e-05,0,0,0,0,0
1-24,0.0,0.0,0.0085015940488838,0.010237336167197417,0.0,0.0008147360963513,0.0,0.1984767977329049,0.0014877789585547,0.0004959263195182,0.0018774353524619,0.0095997166135314,0.0,0.0,0.0278427205100951,0.0777895855472899,0.0002125398512221,0.0010956175298804,0.0,0.0,0.0,0.0,0.0,0.0,0.2117959617428248,0.0,0.0,0.1094621513944222,0.0,0.0,0.0015232022670917,0.250194828196948,0.0003188097768331,0.0,0.0,0.0,0.837649402390436,0.0,0.0023733616719801,0.0,0.0,0.0,0.0003542330853701,0.0,0.0,0.0013106624158696,0.0,0.0,0.0,0.0,0.0,0.0007084661707403,0.0005976095617529,0.0,0.0,0.0008855827134253001,0.0029047113000352,0.07626638328019589,0.006163655685440718,0.06337229897272341,0.0004605030109812,0.0004250797024442,0.023237690400282635,0.0,0.0053784860557768,0.0027275947573502,0.04610011953602422,0.017180304640453035,0.0,0.0,0.000177116542685,0.0,0.0,0.0,0.0,0,0,0,0,0
1-25,0.0,0.0,0.0021037037037033887,0.05988148148148,0.0,0.0042074074074071,0.0,0.24654814814814574,0.002014814814814689,0.0,0.010370370370370299,0.0187555555555555,0.0,0.0,0.020088888888888348,0.160207407407407,0.0,0.00012128562765312311,0.0,0.0003555555555555,0.0,0.0,0.0,0.0,0.031703703703703436,0.0,0.0,0.179805942995755,0.0,0.0,0.0,0.15816296296295773,0.0,0.0,0.0,0.0,0.7583383869011511,0.0,0.0016592592592592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012444444444442999,0.0,0.0,0.0,0.0,0.0,0.0014814814814812,0.0119111111111104,0.1813037037036993,0.0,0.0084740740740738,8.888888888888889e-05,0.0002074074074074,0.0691555555555553,0.0,0.0319587628865978,0.0005925925925925,0.03054599195921072,0.007377777777777118,0.0,0.0,0.0007703703703703,0.0005629629629629,0.0,0.0,0.0,0,0,0,0,0
1-26,0.0,0.0,0.0027899810531136,0.007099877157550045,0.0,0.0024464386100062443,0.0,0.33369422640487745,0.0,0.0,0.025963480397259913,0.0024880801182617,0.0,0.0,0.0003331320660434,0.0001249245247662,0.032771866997022406,0.0072930072930072,0.0,0.0,0.0,0.0,0.0216744050469508,0.00018738678714934353,0.0007287263944699001,0.0,0.0,0.004075504075504,0.0,0.0,0.0,0.5107435091298904,0.000145745278894,0.0,0.0,0.0,0.9262119262119253,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.328301651085802e-05,0.0,0.0,0.0,8.328301651085802e-05,0.0,0.0002498490495325,0.002623415020091746,0.03483312165566319,0.0,0.0,0.0,0.0,0.011524287409689617,0.0,0.0102960102960102,0.0045805659080971,0.053591415289555216,0.001353349018301245,0.0,0.0,0.0,0.0017801744779195,0.0,0.0002290282954048,0.0,0,0,0,0,0
1-27,0.0,0.0,0.0,0.00014000700035,0.0,0.0,0.0,0.30248512425621027,0.0,0.0,0.0154987749387468,0.0,0.0,0.0,0.00151207560378,0.061379068953447295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00019600980049,0.0,0.0,0.0143149284253578,0.0,0.0,0.0,0.5840672033601602,0.0,0.0,0.0,0.0,0.8813905930470346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000462023101155,0.0006860343017150123,0.001372068603430007,0.0,0.0073363668183406994,0.0,0.0,0.016800840042001903,0.0,0.030163599182004,0.000658032901645,0.07413087934560281,0.00691634581729071,0.0,0.0,0.0,0.000490024501225,0.0,0.0,0.0,0,0,1,0,0
1-28,0.0,0.0,7.14694110920526e-05,0.0025192967409944263,0.0,0.0001608061749571,0.0,0.32777658662092285,0.0,0.0,0.0134183819325326,0.0,0.0,8.933676386506575e-05,0.0003573470554602263,0.06371497998856446,0.0,0.0019864626250733998,0.0,0.0,0.0,0.0,0.0002858776443682,0.0006968267581475,0.0020547455688963,0.0,0.0,0.033402001177163,0.0,0.0035734705546026,0.0001965408805031,0.5369139508290347,0.0,0.0,0.0,0.0,0.869702766333136,0.0,0.0001429388221841,0.0,0.0,0.0,0.0,0.0,0.0,0.0004824185248713,0.0,0.0011771630370806,0.0,0.0,0.0,0.0,0.0004414361389052,0.0,0.0,0.0019118067467122526,0.0008218982275584,0.0050921955403083995,0.0,0.018439108061749115,0.0,0.0,0.0157054030874779,0.0,0.053781636256621135,0.0,0.03986588148747724,0.0048777873070323,0.0,0.0,0.0,0.0003394797026872,0.0,0.0,0.0,0,1,1,0,0
1-29,0.0,0.0,0.0052025269416572,0.0120029728725373,0.0,0.0002229654403567,0.0,0.3002229654403545,0.0,0.0,0.017837235228539198,0.0079524340393904,0.0,0.0357487922705314,0.06930509104422097,0.1137495354886655,0.0,0.0052936476228525,0.0,0.0,0.0,0.0,0.0,0.00182088442958,0.0666295057599396,0.0,0.0,0.1994606472233319,0.0,0.0,0.0,0.14656261612782961,0.0,0.0,0.0,0.0,0.7515980823012375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0005574136008918,0.0,0.0,0.0,0.0,0.0,0.0,0.0064922093487814,0.0,0.0,0.0,0.0023411371237458,0.09780750650315691,0.005871423262727448,0.0085470085470083,3.716090672612412e-05,0.0001858045336306,0.07866963953920406,0.0,0.017578905313623598,0.0187290969899663,0.0195765081901714,0.0086584912671863,0.0,0.0,0.0,0.0013377926421404,0.0,0.0,0.0,0,0,0,0,0
1-3,0.0,0.0,0.0041481026271314,0.01963947354944326,0.0,0.0015619398781174,0.0,0.2508065755108269,0.0003584780048138,0.0004352947201311,0.0033287243304140996,0.0074256158140011,0.0,0.0006657448660828,0.019229784401085005,0.1762175449377781,0.0,0.006626650660264,0.0,0.0005377170072207,0.0,0.0,0.0,0.020996568853382403,0.05518000716955874,0.0,0.0,0.2141896758703476,0.0,0.0,0.0007937727249448,0.153633430634502,0.000307266861269,0.0008193782967173,0.0,0.0,0.5374789915966365,0.0,0.0041993137706764,0.0,0.0,0.0,0.0,0.0,0.0,0.0003328724330413354,0.0,0.0,0.0,0.0,0.0,0.0,0.0034813925570228,0.0,0.0,0.0017411788805239354,0.011752957443539,0.11596763455727516,0.009934961847698,0.029164746248783,0.0002048445741793,0.0006401392943104,0.06311773441900873,0.0,0.0054501800720286,0.0269882726481279,0.23354127639686792,0.0182311671019608,0.0,0.0,0.0,0.0008705894402621,0.0,0.0,0.0,0,0,0,0,0
1-30,0.0,0.0,0.0243655784849725,0.02278545017855377,0.0,0.012451411054577147,0.0,0.20728123123597303,0.0005688461903105393,0.0008532692854659,0.0029706412160666997,0.0102392314255917,0.0,0.0003160256612836,0.055936542047213204,0.21259046234554207,0.0,0.0009548058561425,0.0015913430935709,0.0005372436241822,0.0,0.0,0.0,0.0,0.03915557943304914,0.0,0.0,0.2554901336728198,0.0,0.0,0.000600448756439,0.10144423727206428,0.0,0.0,0.0,0.0,0.6693984723106284,0.0,0.0064785260563157,0.0,0.0,0.0,0.0,0.0,0.0,0.0004424359257971,0.0,0.0,0.0,0.0002528205290269,0.0,0.0,0.0,0.0013905129096482,0.0,0.0034446797079919003,0.009480769838509939,0.17675315235596675,0.0040767310305594995,0.08181904370634867,0.0,0.0,0.01592769332869797,0.0,0.038590070019095896,0.0032234617450936,0.03463882893643494,0.003191859178965,0.0,0.0,0.0,0.0007584615870808,0.0,0.0,0.0,0,0,0,0,0
1-31,0.0,0.0,0.0,0.0003098426687781,0.0,0.0006541123007539,0.0,0.35449444004544134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0678555444624228,0.0,0.000454832596336,0.0,0.0,0.0,0.0,0.0,0.0,0.0012737976383103,0.0,0.0,0.001238155401137,0.0,0.0,0.0005164044479636,0.5552724894137023,0.0,0.0,0.0,0.0,0.9464560960202119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0039671509791534,0.0,0.0,0.000481977484766,0.0016180672702860001,0.0007229662271491,0.0,0.0040623816573139,0.0,0.0,0.0112920439288047,0.0,0.01109286165508518,0.0,0.03679090334807045,0.0011016628223224,0.0,0.0,0.0,0.0003442696319757,0.0,0.0,0.0,0,0,1,0,0
